id,cost,effect,fling_power,internal_name,name,short_effect,text,item_fling_effect_id
1656,20,__NULL__,__NULL__,carrot-seeds,萝卜种子,__NULL__,"种在田地里使用的种子。
出产的萝卜种类会根据
种下的田地而有所不同。",__NULL__
1657,20,__NULL__,__NULL__,ability-patch,特性膏药,__NULL__,"可以改变宝可梦特性的膏药。
给拥有常见特性的宝可梦使用后，
其特性会转变为稀有特性。",__NULL__
1658,0,__NULL__,__NULL__,reins-of-unity,牵绊缰绳,__NULL__,"拿到光下即可生辉的布。
人们曾经将其进献给
丰饶之王以表感谢之意。",__NULL__
1659,0,__NULL__,__NULL__,adamant-crystal,大金刚宝玉,__NULL__,__NULL__,__NULL__
1660,0,__NULL__,__NULL__,lustrous-globe,大白宝玉,__NULL__,__NULL__,__NULL__
1661,0,__NULL__,__NULL__,griseous-core,大白金宝玉,__NULL__,__NULL__,__NULL__
1662,0,__NULL__,__NULL__,blank-plate,净空石板,__NULL__,__NULL__,__NULL__
1663,0,__NULL__,__NULL__,strange-ball,奇异球,__NULL__,__NULL__,__NULL__
1664,0,__NULL__,__NULL__,legend-plate,传说石板,__NULL__,__NULL__,__NULL__
1665,0,__NULL__,__NULL__,rotom-phone,手机洛托姆,__NULL__,__NULL__,__NULL__
1666,0,__NULL__,__NULL__,sandwich,三明治,__NULL__,__NULL__,__NULL__
1667,0,__NULL__,__NULL__,koraidons-poke-ball,故勒顿的球,__NULL__,__NULL__,__NULL__
1668,0,__NULL__,__NULL__,miraidons-poke-ball,密勒顿的球,__NULL__,__NULL__,__NULL__
1669,0,__NULL__,__NULL__,tera-orb,太晶珠,__NULL__,__NULL__,__NULL__
1670,0,__NULL__,__NULL__,scarlet-book,朱之书,__NULL__,__NULL__,__NULL__
1671,0,__NULL__,__NULL__,violet-book,紫之书,__NULL__,__NULL__,__NULL__
1672,0,__NULL__,__NULL__,kofu’s-wallet,海岱的钱包,__NULL__,__NULL__,__NULL__
1673,375,__NULL__,__NULL__,tiny-bamboo-shoot,小竹笋,__NULL__,__NULL__,__NULL__
1674,1500,__NULL__,__NULL__,big-bamboo-shoot,大竹笋,__NULL__,__NULL__,__NULL__
1675,0,__NULL__,__NULL__,scroll-of-darkness,恶之挂轴,__NULL__,__NULL__,__NULL__
1676,0,__NULL__,__NULL__,scroll-of-waters,水之挂轴,__NULL__,__NULL__,__NULL__
1677,750,__NULL__,__NULL__,malicious-armor,咒术之铠,__NULL__,__NULL__,__NULL__
1678,500,__NULL__,__NULL__,normal-tera-shard,一般太晶碎块,__NULL__,__NULL__,__NULL__
1679,500,__NULL__,__NULL__,fire-tera-shard,火太晶碎块,__NULL__,__NULL__,__NULL__
1680,500,__NULL__,__NULL__,water-tera-shard,水太晶碎块,__NULL__,__NULL__,__NULL__
1681,500,__NULL__,__NULL__,electric-tera-shard,电太晶碎块,__NULL__,__NULL__,__NULL__
1699,30000,__NULL__,__NULL__,mirror-herb,模仿香草,__NULL__,__NULL__,__NULL__
1700,15000,__NULL__,__NULL__,punching-glove,拳击手套,__NULL__,__NULL__,__NULL__
1701,20000,__NULL__,__NULL__,covert-cloak,密探斗篷,__NULL__,__NULL__,__NULL__
1702,20000,__NULL__,__NULL__,loaded-dice,机变骰子,__NULL__,__NULL__,__NULL__
1703,0,__NULL__,__NULL__,baguette,长棍面包,__NULL__,__NULL__,__NULL__
1704,120,__NULL__,__NULL__,mayonnaise,蛋黄酱,__NULL__,__NULL__,__NULL__
1705,110,__NULL__,__NULL__,ketchup,番茄酱,__NULL__,__NULL__,__NULL__
1706,130,__NULL__,__NULL__,mustard,黄芥末酱,__NULL__,__NULL__,__NULL__
1707,250,__NULL__,__NULL__,butter,黄油,__NULL__,__NULL__,__NULL__
1708,300,__NULL__,__NULL__,peanut-butter,花生酱,__NULL__,__NULL__,__NULL__
1709,320,__NULL__,__NULL__,chili-sauce,辣酱,__NULL__,__NULL__,__NULL__
1710,90,__NULL__,__NULL__,salt,盐,__NULL__,__NULL__,__NULL__
1711,100,__NULL__,__NULL__,pepper,胡椒,__NULL__,__NULL__,__NULL__
1712,140,__NULL__,__NULL__,yogurt,酸奶,__NULL__,__NULL__,__NULL__
1713,200,__NULL__,__NULL__,whipped-cream,鲜奶油,__NULL__,__NULL__,__NULL__
1714,280,__NULL__,__NULL__,cream-cheese,奶油芝士,__NULL__,__NULL__,__NULL__
1715,120,__NULL__,__NULL__,jam,莓果酱,__NULL__,__NULL__,__NULL__
1716,260,__NULL__,__NULL__,marmalade,橘子酱,__NULL__,__NULL__,__NULL__
1717,300,__NULL__,__NULL__,olive-oil,橄榄油,__NULL__,__NULL__,__NULL__
1718,300,__NULL__,__NULL__,vinegar,醋,__NULL__,__NULL__,__NULL__
1719,0,__NULL__,__NULL__,sweet-herba-mystica,秘传：甜味料,__NULL__,__NULL__,__NULL__
1720,0,__NULL__,__NULL__,salty-herba-mystica,秘传：咸味料,__NULL__,__NULL__,__NULL__
1721,0,__NULL__,__NULL__,sour-herba-mystica,秘传：酸味料,__NULL__,__NULL__,__NULL__
1722,0,__NULL__,__NULL__,bitter-herba-mystica,秘传：苦味料,__NULL__,__NULL__,__NULL__
1723,0,__NULL__,__NULL__,spicy-herba-mystica,秘传：辣味料,__NULL__,__NULL__,__NULL__
1724,90,__NULL__,__NULL__,lettuce,生菜,__NULL__,__NULL__,__NULL__
1725,100,__NULL__,__NULL__,tomato,西红柿片,__NULL__,__NULL__,__NULL__
1726,120,__NULL__,__NULL__,cherry-tomatoes,小西红柿块,__NULL__,__NULL__,__NULL__
1727,130,__NULL__,__NULL__,cucumber,小黄瓜片,__NULL__,__NULL__,__NULL__
1728,90,__NULL__,__NULL__,pickle,酸黄瓜片,__NULL__,__NULL__,__NULL__
1729,130,__NULL__,__NULL__,onion,洋葱片,__NULL__,__NULL__,__NULL__
1730,230,__NULL__,__NULL__,red-onion,红洋葱,__NULL__,__NULL__,__NULL__
1731,230,__NULL__,__NULL__,green-bell-pepper,青椒片,__NULL__,__NULL__,__NULL__
1732,240,__NULL__,__NULL__,red-bell-pepper,红椒片,__NULL__,__NULL__,__NULL__
1733,240,__NULL__,__NULL__,yellow-bell-pepper,黄椒片,__NULL__,__NULL__,__NULL__
1734,180,__NULL__,__NULL__,avocado,牛油果,__NULL__,__NULL__,__NULL__
1735,150,__NULL__,__NULL__,bacon,煎培根,__NULL__,__NULL__,__NULL__
1736,170,__NULL__,__NULL__,ham,火腿片,__NULL__,__NULL__,__NULL__
1737,200,__NULL__,__NULL__,prosciutto,生火腿,__NULL__,__NULL__,__NULL__
1738,150,__NULL__,__NULL__,chorizo,煎辣香肠,__NULL__,__NULL__,__NULL__
1739,400,__NULL__,__NULL__,herbed-sausage,香草香肠,__NULL__,__NULL__,__NULL__
1740,380,__NULL__,__NULL__,hamburger,汉堡排,__NULL__,__NULL__,__NULL__
1741,500,__NULL__,__NULL__,klawf-stick,毛崖蟹棒,__NULL__,__NULL__,__NULL__
1742,330,__NULL__,__NULL__,smoked-fillet,烟熏鱼片,__NULL__,__NULL__,__NULL__
1743,360,__NULL__,__NULL__,fried-fillet,炸鱼片,__NULL__,__NULL__,__NULL__
1744,80,__NULL__,__NULL__,egg,水煮蛋片,__NULL__,__NULL__,__NULL__
1745,250,__NULL__,__NULL__,potato-tortilla,烘蛋,__NULL__,__NULL__,__NULL__
1746,260,__NULL__,__NULL__,tofu,豆腐,__NULL__,__NULL__,__NULL__
1747,280,__NULL__,__NULL__,rice,米饭,__NULL__,__NULL__,__NULL__
1748,280,__NULL__,__NULL__,noodles,面条,__NULL__,__NULL__,__NULL__
1749,110,__NULL__,__NULL__,potato-salad,土豆色拉,__NULL__,__NULL__,__NULL__
1750,120,__NULL__,__NULL__,cheese,芝士片,__NULL__,__NULL__,__NULL__
1751,80,__NULL__,__NULL__,banana,香蕉片,__NULL__,__NULL__,__NULL__
1752,140,__NULL__,__NULL__,strawberry,草莓片,__NULL__,__NULL__,__NULL__
1753,130,__NULL__,__NULL__,apple,苹果片,__NULL__,__NULL__,__NULL__
1754,180,__NULL__,__NULL__,kiwi,奇异果片,__NULL__,__NULL__,__NULL__
1755,250,__NULL__,__NULL__,pineapple,凤梨片,__NULL__,__NULL__,__NULL__
1756,220,__NULL__,__NULL__,jalapeño,小辣椒,__NULL__,__NULL__,__NULL__
1757,410,__NULL__,__NULL__,horseradish,辣根,__NULL__,__NULL__,__NULL__
1758,450,__NULL__,__NULL__,curry-powder,咖喱粉,__NULL__,__NULL__,__NULL__
1759,330,__NULL__,__NULL__,wasabi,芥末酱,__NULL__,__NULL__,__NULL__
1760,270,__NULL__,__NULL__,watercress,豆瓣菜,__NULL__,__NULL__,__NULL__
1761,280,__NULL__,__NULL__,basil,罗勒,__NULL__,__NULL__,__NULL__
1762,80,__NULL__,__NULL__,venonat-fang,毛球的牙,__NULL__,__NULL__,__NULL__
1763,80,__NULL__,__NULL__,diglett-dirt,地鼠的土,__NULL__,__NULL__,__NULL__
1764,80,__NULL__,__NULL__,meowth-fur,喵喵的毛,__NULL__,__NULL__,__NULL__
1765,60,__NULL__,__NULL__,psyduck-down,可达鸭的羽绒,__NULL__,__NULL__,__NULL__
1766,80,__NULL__,__NULL__,mankey-fur,猴怪的毛,__NULL__,__NULL__,__NULL__
1767,80,__NULL__,__NULL__,growlithe-fur,卡蒂狗的毛,__NULL__,__NULL__,__NULL__
1768,80,__NULL__,__NULL__,slowpoke-claw,呆呆兽的爪子,__NULL__,__NULL__,__NULL__
1769,80,__NULL__,__NULL__,magnemite-screw,小磁怪的螺丝,__NULL__,__NULL__,__NULL__
1770,80,__NULL__,__NULL__,grimer-toxin,臭泥的毒素,__NULL__,__NULL__,__NULL__
1771,140,__NULL__,__NULL__,shellder-pearl,大舌贝的珍珠,__NULL__,__NULL__,__NULL__
1772,80,__NULL__,__NULL__,gastly-gas,鬼斯的气体,__NULL__,__NULL__,__NULL__
1773,60,__NULL__,__NULL__,drowzee-fur,催眠貘的毛,__NULL__,__NULL__,__NULL__
1774,80,__NULL__,__NULL__,voltorb-sparks,霹雳电球的电力,__NULL__,__NULL__,__NULL__
1775,100,__NULL__,__NULL__,scyther-claw,飞天螳螂的爪子,__NULL__,__NULL__,__NULL__
1776,100,__NULL__,__NULL__,tauros-hair,肯泰罗的毛,__NULL__,__NULL__,__NULL__
1777,40,__NULL__,__NULL__,magikarp-scales,鲤鱼王的鳞片,__NULL__,__NULL__,__NULL__
1778,300,__NULL__,__NULL__,ditto-goo,百变怪的黏糊,__NULL__,__NULL__,__NULL__
1779,200,__NULL__,__NULL__,eevee-fur,伊布的毛,__NULL__,__NULL__,__NULL__
1780,200,__NULL__,__NULL__,dratini-scales,迷你龙的鳞片,__NULL__,__NULL__,__NULL__
1781,100,__NULL__,__NULL__,pichu-fur,皮丘的毛,__NULL__,__NULL__,__NULL__
1782,60,__NULL__,__NULL__,igglybuff-fluff,宝宝丁的毛,__NULL__,__NULL__,__NULL__
1783,60,__NULL__,__NULL__,mareep-wool,咩利羊的毛球,__NULL__,__NULL__,__NULL__
1784,60,__NULL__,__NULL__,hoppip-leaf,毽子草的叶片,__NULL__,__NULL__,__NULL__
1785,60,__NULL__,__NULL__,sunkern-leaf,向日种子的叶片,__NULL__,__NULL__,__NULL__
1786,100,__NULL__,__NULL__,murkrow-bauble,黑暗鸦的宝物,__NULL__,__NULL__,__NULL__
1787,80,__NULL__,__NULL__,misdreavus-tears,梦妖的眼泪,__NULL__,__NULL__,__NULL__
1788,100,__NULL__,__NULL__,girafarig-fur,麒麟奇的毛,__NULL__,__NULL__,__NULL__
1789,80,__NULL__,__NULL__,pineco-husk,榛果球的壳,__NULL__,__NULL__,__NULL__
1790,120,__NULL__,__NULL__,dunsparce-scales,土龙弟弟的鳞片,__NULL__,__NULL__,__NULL__
1791,80,__NULL__,__NULL__,qwilfish-spines,千针鱼的刺,__NULL__,__NULL__,__NULL__
1792,100,__NULL__,__NULL__,heracross-claw,赫拉克罗斯的爪子,__NULL__,__NULL__,__NULL__
1793,80,__NULL__,__NULL__,sneasel-claw,狃拉的爪子,__NULL__,__NULL__,__NULL__
1794,80,__NULL__,__NULL__,teddiursa-claw,熊宝宝的爪子,__NULL__,__NULL__,__NULL__
1795,240,__NULL__,__NULL__,delibird-parcel,信使鸟的行李,__NULL__,__NULL__,__NULL__
1796,80,__NULL__,__NULL__,houndour-fang,戴鲁比的牙,__NULL__,__NULL__,__NULL__
1797,80,__NULL__,__NULL__,phanpy-nail,小小象的爪子,__NULL__,__NULL__,__NULL__
1798,120,__NULL__,__NULL__,stantler-hair,惊角鹿的毛,__NULL__,__NULL__,__NULL__
1799,200,__NULL__,__NULL__,larvitar-claw,幼基拉斯的爪子,__NULL__,__NULL__,__NULL__
1800,60,__NULL__,__NULL__,wingull-feather,长翅鸥的羽毛,__NULL__,__NULL__,__NULL__
1801,80,__NULL__,__NULL__,ralts-dust,拉鲁拉丝的掉落物,__NULL__,__NULL__,__NULL__
1802,60,__NULL__,__NULL__,surskit-syrup,溜溜糖球的蜜,__NULL__,__NULL__,__NULL__
1803,80,__NULL__,__NULL__,shroomish-spores,蘑蘑菇的孢子,__NULL__,__NULL__,__NULL__
1804,60,__NULL__,__NULL__,slakoth-fur,懒人獭的毛,__NULL__,__NULL__,__NULL__
1805,80,__NULL__,__NULL__,makuhita-sweat,幕下力士的汗,__NULL__,__NULL__,__NULL__
1806,60,__NULL__,__NULL__,azurill-fur,露力丽的毛,__NULL__,__NULL__,__NULL__
1807,200,__NULL__,__NULL__,sableye-gem,勾魂眼的宝石,__NULL__,__NULL__,__NULL__
1808,80,__NULL__,__NULL__,meditite-sweat,玛沙那的汗,__NULL__,__NULL__,__NULL__
1809,80,__NULL__,__NULL__,gulpin-mucus,溶食兽的黏液,__NULL__,__NULL__,__NULL__
1810,80,__NULL__,__NULL__,numel-lava,呆火驼的熔岩,__NULL__,__NULL__,__NULL__
1811,140,__NULL__,__NULL__,torkoal-coal,煤炭龟的煤炭,__NULL__,__NULL__,__NULL__
1812,140,__NULL__,__NULL__,spoink-pearl,跳跳猪的珍珠,__NULL__,__NULL__,__NULL__
1813,80,__NULL__,__NULL__,cacnea-needle,刺球仙人掌的刺,__NULL__,__NULL__,__NULL__
1814,100,__NULL__,__NULL__,swablu-fluff,青绵鸟的羽毛,__NULL__,__NULL__,__NULL__
1815,120,__NULL__,__NULL__,zangoose-claw,猫鼬斩的爪子,__NULL__,__NULL__,__NULL__
1816,120,__NULL__,__NULL__,seviper-fang,饭匙蛇的牙,__NULL__,__NULL__,__NULL__
1817,60,__NULL__,__NULL__,barboach-slime,泥泥鳅的黏液,__NULL__,__NULL__,__NULL__
1818,80,__NULL__,__NULL__,shuppet-scrap,怨影娃娃的残片,__NULL__,__NULL__,__NULL__
1819,140,__NULL__,__NULL__,tropius-leaf,热带龙的叶片,__NULL__,__NULL__,__NULL__
1820,80,__NULL__,__NULL__,snorunt-fur,雪童子的毛,__NULL__,__NULL__,__NULL__
1821,160,__NULL__,__NULL__,luvdisc-scales,爱心鱼的鳞片,__NULL__,__NULL__,__NULL__
1822,200,__NULL__,__NULL__,bagon-scales,宝贝龙的鳞片,__NULL__,__NULL__,__NULL__
1823,60,__NULL__,__NULL__,starly-feather,姆克儿的羽毛,__NULL__,__NULL__,__NULL__
1824,40,__NULL__,__NULL__,kricketot-shell,圆法师的蜕壳,__NULL__,__NULL__,__NULL__
1825,60,__NULL__,__NULL__,shinx-fang,小猫怪的牙,__NULL__,__NULL__,__NULL__
1826,100,__NULL__,__NULL__,combee-honey,三蜜蜂的蜜,__NULL__,__NULL__,__NULL__
1827,100,__NULL__,__NULL__,pachirisu-fur,帕奇利兹的毛,__NULL__,__NULL__,__NULL__
1828,80,__NULL__,__NULL__,buizel-fur,泳圈鼬的毛,__NULL__,__NULL__,__NULL__
1829,80,__NULL__,__NULL__,shellos-mucus,无壳海兔的黏液,__NULL__,__NULL__,__NULL__
1830,80,__NULL__,__NULL__,drifloon-gas,飘飘球的气体,__NULL__,__NULL__,__NULL__
1831,80,__NULL__,__NULL__,stunky-fur,臭鼬噗的毛,__NULL__,__NULL__,__NULL__
1832,80,__NULL__,__NULL__,bronzor-fragment,铜镜怪的碎片,__NULL__,__NULL__,__NULL__
1833,80,__NULL__,__NULL__,bonsly-tears,盆才怪的眼泪,__NULL__,__NULL__,__NULL__
1834,300,__NULL__,__NULL__,happiny-dust,小福蛋的掉落物,__NULL__,__NULL__,__NULL__
1835,240,__NULL__,__NULL__,spiritomb-fragment,花岩怪的碎片,__NULL__,__NULL__,__NULL__
1836,200,__NULL__,__NULL__,gible-scales,圆陆鲨的鳞片,__NULL__,__NULL__,__NULL__
1837,160,__NULL__,__NULL__,riolu-fur,利欧路的毛,__NULL__,__NULL__,__NULL__
1838,80,__NULL__,__NULL__,hippopotas-sand,沙河马的沙,__NULL__,__NULL__,__NULL__
1839,80,__NULL__,__NULL__,croagunk-poison,不良蛙的毒素,__NULL__,__NULL__,__NULL__
1840,80,__NULL__,__NULL__,finneon-scales,荧光鱼的鳞片,__NULL__,__NULL__,__NULL__
1841,60,__NULL__,__NULL__,snover-berries,雪笠怪的果实,__NULL__,__NULL__,__NULL__
1842,200,__NULL__,__NULL__,rotom-sparks,洛托姆的电力,__NULL__,__NULL__,__NULL__
1843,60,__NULL__,__NULL__,petilil-leaf,百合根娃娃的叶片,__NULL__,__NULL__,__NULL__
1844,80,__NULL__,__NULL__,basculin-fang,野蛮鲈鱼的牙,__NULL__,__NULL__,__NULL__
1845,80,__NULL__,__NULL__,sandile-claw,黑眼鳄的爪子,__NULL__,__NULL__,__NULL__
1846,140,__NULL__,__NULL__,zorua-fur,索罗亚的毛,__NULL__,__NULL__,__NULL__
1847,80,__NULL__,__NULL__,gothita-eyelash,哥德宝宝的睫毛,__NULL__,__NULL__,__NULL__
1848,60,__NULL__,__NULL__,deerling-hair,四季鹿的毛,__NULL__,__NULL__,__NULL__
1849,80,__NULL__,__NULL__,foongus-spores,哎呀球菇的孢子,__NULL__,__NULL__,__NULL__
1850,120,__NULL__,__NULL__,alomomola-mucus,保姆曼波的黏液,__NULL__,__NULL__,__NULL__
1851,80,__NULL__,__NULL__,tynamo-slime,麻麻小鱼的黏液,__NULL__,__NULL__,__NULL__
1852,200,__NULL__,__NULL__,axew-scales,牙牙的鳞片,__NULL__,__NULL__,__NULL__
1853,80,__NULL__,__NULL__,cubchoo-fur,喷嚏熊的毛,__NULL__,__NULL__,__NULL__
1854,100,__NULL__,__NULL__,cryogonal-ice,几何雪花的冰,__NULL__,__NULL__,__NULL__
1855,80,__NULL__,__NULL__,pawniard-blade,驹刀小兵的刀,__NULL__,__NULL__,__NULL__
1856,80,__NULL__,__NULL__,rufflet-feather,毛头小鹰的羽毛,__NULL__,__NULL__,__NULL__
1857,200,__NULL__,__NULL__,deino-scales,单首龙的鳞片,__NULL__,__NULL__,__NULL__
1858,200,__NULL__,__NULL__,larvesta-fuzz,燃烧虫的毛,__NULL__,__NULL__,__NULL__
1859,60,__NULL__,__NULL__,fletchling-feather,小箭雀的羽毛,__NULL__,__NULL__,__NULL__
1860,40,__NULL__,__NULL__,scatterbug-powder,粉蝶虫的粉,__NULL__,__NULL__,__NULL__
1861,80,__NULL__,__NULL__,litleo-tuft,小狮狮的鬃毛,__NULL__,__NULL__,__NULL__
1862,80,__NULL__,__NULL__,flabebe-pollen,花蓓蓓的花粉,__NULL__,__NULL__,__NULL__
1863,80,__NULL__,__NULL__,skiddo-leaf,坐骑小羊的叶片,__NULL__,__NULL__,__NULL__
1864,100,__NULL__,__NULL__,skrelp-kelp,垃垃藻的碎藻,__NULL__,__NULL__,__NULL__
1865,100,__NULL__,__NULL__,clauncher-claw,铁臂枪虾的钳子,__NULL__,__NULL__,__NULL__
1866,100,__NULL__,__NULL__,hawlucha-down,摔角鹰人的羽绒,__NULL__,__NULL__,__NULL__
1867,100,__NULL__,__NULL__,dedenne-fur,咚咚鼠的毛,__NULL__,__NULL__,__NULL__
1868,140,__NULL__,__NULL__,goomy-goo,黏黏宝的黏液,__NULL__,__NULL__,__NULL__
1869,100,__NULL__,__NULL__,klefki-key,钥圈儿的钥匙,__NULL__,__NULL__,__NULL__
1870,80,__NULL__,__NULL__,bergmite-ice,冰宝的冰,__NULL__,__NULL__,__NULL__
1871,80,__NULL__,__NULL__,noibat-fur,嗡蝠的毛,__NULL__,__NULL__,__NULL__
1872,60,__NULL__,__NULL__,yungoos-fur,猫鼬少的毛,__NULL__,__NULL__,__NULL__
1873,100,__NULL__,__NULL__,crabrawler-shell,好胜蟹的壳,__NULL__,__NULL__,__NULL__
1874,100,__NULL__,__NULL__,oricorio-feather,花舞鸟的羽毛,__NULL__,__NULL__,__NULL__
1875,80,__NULL__,__NULL__,rockruff-rock,岩狗狗的岩石,__NULL__,__NULL__,__NULL__
1876,80,__NULL__,__NULL__,mareanie-spike,好坏星的刺,__NULL__,__NULL__,__NULL__
1877,80,__NULL__,__NULL__,mudbray-mud,泥驴仔的泥巴,__NULL__,__NULL__,__NULL__
1878,80,__NULL__,__NULL__,fomantis-leaf,伪螳草的叶片,__NULL__,__NULL__,__NULL__
1879,80,__NULL__,__NULL__,salandit-gas,夜盗火蜥的气体,__NULL__,__NULL__,__NULL__
1880,80,__NULL__,__NULL__,bounsweet-sweat,甜竹竹的汗,__NULL__,__NULL__,__NULL__
1881,120,__NULL__,__NULL__,oranguru-fur,智挥猩的毛,__NULL__,__NULL__,__NULL__
1882,120,__NULL__,__NULL__,passimian-fur,投掷猴的毛,__NULL__,__NULL__,__NULL__
1883,80,__NULL__,__NULL__,sandygast-sand,沙丘娃的沙,__NULL__,__NULL__,__NULL__
1884,100,__NULL__,__NULL__,komala-claw,树枕尾熊的爪子,__NULL__,__NULL__,__NULL__
1885,40,__NULL__,__NULL__,mimikyu-scrap,谜拟丘的残片,__NULL__,__NULL__,__NULL__
1886,100,__NULL__,__NULL__,bruxish-tooth,磨牙彩皮鱼的牙齿,__NULL__,__NULL__,__NULL__
1887,80,__NULL__,__NULL__,chewtle-claw,咬咬龟的爪子,__NULL__,__NULL__,__NULL__
1888,60,__NULL__,__NULL__,skwovet-fur,贪心栗鼠的毛,__NULL__,__NULL__,__NULL__
1889,80,__NULL__,__NULL__,arrokuda-scales,刺梭鱼的鳞片,__NULL__,__NULL__,__NULL__
1890,80,__NULL__,__NULL__,rookidee-feather,稚山雀的羽毛,__NULL__,__NULL__,__NULL__
1891,80,__NULL__,__NULL__,toxel-sparks,电音婴的电力,__NULL__,__NULL__,__NULL__
1892,120,__NULL__,__NULL__,falinks-sweat,列阵兵的汗,__NULL__,__NULL__,__NULL__
1893,80,__NULL__,__NULL__,cufant-tarnish,铜象的锈,__NULL__,__NULL__,__NULL__
1894,80,__NULL__,__NULL__,rolycoly-coal,小炭仔的煤炭,__NULL__,__NULL__,__NULL__
1895,80,__NULL__,__NULL__,silicobra-sand,沙包蛇的沙,__NULL__,__NULL__,__NULL__
1896,120,__NULL__,__NULL__,indeedee-fur,爱管侍的毛,__NULL__,__NULL__,__NULL__
1897,100,__NULL__,__NULL__,pincurchin-spines,啪嚓海胆的针,__NULL__,__NULL__,__NULL__
1898,80,__NULL__,__NULL__,snom-thread,雪吞虫的丝,__NULL__,__NULL__,__NULL__
1899,80,__NULL__,__NULL__,impidimp-hair,捣蛋小妖的毛,__NULL__,__NULL__,__NULL__
1900,100,__NULL__,__NULL__,applin-juice,啃果虫的果汁,__NULL__,__NULL__,__NULL__
1901,80,__NULL__,__NULL__,sinistea-chip,来悲茶的碎片,__NULL__,__NULL__,__NULL__
1902,80,__NULL__,__NULL__,hatenna-dust,迷布莉姆的掉落物,__NULL__,__NULL__,__NULL__
1903,120,__NULL__,__NULL__,stonjourner-stone,巨石丁的岩石,__NULL__,__NULL__,__NULL__
1904,120,__NULL__,__NULL__,eiscue-down,冰砌鹅的羽绒,__NULL__,__NULL__,__NULL__
1905,200,__NULL__,__NULL__,dreepy-powder,多龙梅西亚的粉,__NULL__,__NULL__,__NULL__
1906,60,__NULL__,__NULL__,lechonk-hair,爱吃豚的毛,__NULL__,__NULL__,__NULL__
1907,60,__NULL__,__NULL__,tarountula-thread,团珠蛛的丝,__NULL__,__NULL__,__NULL__
1908,60,__NULL__,__NULL__,nymble-claw,豆蟋蟀的爪子,__NULL__,__NULL__,__NULL__
1909,80,__NULL__,__NULL__,rellor-mud,虫滚泥的泥巴,__NULL__,__NULL__,__NULL__
1910,80,__NULL__,__NULL__,greavard-wax,墓仔狗的蜡,__NULL__,__NULL__,__NULL__
1911,80,__NULL__,__NULL__,flittle-down,飘飘雏的羽绒,__NULL__,__NULL__,__NULL__
1912,80,__NULL__,__NULL__,wiglett-sand,海地鼠的沙,__NULL__,__NULL__,__NULL__
1913,160,__NULL__,__NULL__,dondozo-whisker,吃吼霸的胡须,__NULL__,__NULL__,__NULL__
1914,140,__NULL__,__NULL__,veluza-fillet,轻身鳕的鱼片,__NULL__,__NULL__,__NULL__
1915,100,__NULL__,__NULL__,finizen-mucus,波普海豚的黏液,__NULL__,__NULL__,__NULL__
1916,80,__NULL__,__NULL__,smoliv-oil,迷你芙的油,__NULL__,__NULL__,__NULL__
1917,80,__NULL__,__NULL__,capsakid-seed,热辣娃的种子,__NULL__,__NULL__,__NULL__
1918,80,__NULL__,__NULL__,tadbulb-mucus,光蚪仔的黏液,__NULL__,__NULL__,__NULL__
1919,80,__NULL__,__NULL__,varoom-fume,噗隆隆的气体,__NULL__,__NULL__,__NULL__
1920,200,__NULL__,__NULL__,orthworm-tarnish,拖拖蚓的锈,__NULL__,__NULL__,__NULL__
1921,80,__NULL__,__NULL__,tandemaus-fur,一对鼠的毛,__NULL__,__NULL__,__NULL__
1922,80,__NULL__,__NULL__,cetoddle-grease,走鲸的油脂,__NULL__,__NULL__,__NULL__
1923,200,__NULL__,__NULL__,frigibax-scales,凉脊龙的鳞片,__NULL__,__NULL__,__NULL__
1924,200,__NULL__,__NULL__,tatsugiri-scales,米立龙的鳞片,__NULL__,__NULL__,__NULL__
1925,120,__NULL__,__NULL__,cyclizar-scales,摩托蜥的鳞片,__NULL__,__NULL__,__NULL__
1926,100,__NULL__,__NULL__,pawmi-fur,布拨的毛,__NULL__,__NULL__,__NULL__
1927,120,__NULL__,__NULL__,wattrel-feather,电海燕的羽毛,__NULL__,__NULL__,__NULL__
1928,200,__NULL__,__NULL__,bombirdier-feather,下石鸟的羽毛,__NULL__,__NULL__,__NULL__
1929,80,__NULL__,__NULL__,squawkabilly-feather,怒鹦哥的羽毛,__NULL__,__NULL__,__NULL__
1930,80,__NULL__,__NULL__,flamigo-down,缠红鹤的羽绒,__NULL__,__NULL__,__NULL__
1931,200,__NULL__,__NULL__,klawf-claw,毛崖蟹的钳子,__NULL__,__NULL__,__NULL__
1932,80,__NULL__,__NULL__,nacli-salt,盐石宝的盐,__NULL__,__NULL__,__NULL__
1933,120,__NULL__,__NULL__,glimmet-crystal,晶光芽的结晶,__NULL__,__NULL__,__NULL__
1934,80,__NULL__,__NULL__,shroodle-ink,滋汁鼹的墨汁,__NULL__,__NULL__,__NULL__
1935,80,__NULL__,__NULL__,fidough-fur,狗仔包的毛,__NULL__,__NULL__,__NULL__
1936,80,__NULL__,__NULL__,maschiff-fang,偶叫獒的牙,__NULL__,__NULL__,__NULL__
1937,80,__NULL__,__NULL__,bramblin-twig,纳噬草的枝条,__NULL__,__NULL__,__NULL__
1938,800,__NULL__,__NULL__,gimmighoul-coin,索财灵的硬币,__NULL__,__NULL__,__NULL__
1939,80,__NULL__,__NULL__,tinkatink-hair,小锻匠的毛,__NULL__,__NULL__,__NULL__
1940,160,__NULL__,__NULL__,charcadet-soot,炭小侍的煤灰,__NULL__,__NULL__,__NULL__
