id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
713,100,0,0,0,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",__NULL__,0,0,sunsteel-strike,__NULL__,__NULL__,__NULL__,__NULL__,流星闪冲,100,5,0,Cannot be disrupted by abilities.,0,"以流星般的气势猛撞对手。
可以无视对手的特性进行攻击。",0,0,2,10,9
714,100,0,0,0,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",__NULL__,0,0,moongeist-beam,__NULL__,__NULL__,__NULL__,__NULL__,暗影之光,100,5,0,Cannot be disrupted by abilities.,0,"放出奇怪的光线攻击对手。
可以无视对手的特性进行攻击。",0,0,3,10,8
715,__NULL__,0,0,0,Lowers the target’s Attack and Special Attack by one stage each.,100,0,0,tearful-look,__NULL__,__NULL__,__NULL__,__NULL__,泪眼汪汪,__NULL__,20,0,Lowers the target’s Attack and Special Attack by one stage.,100,"变得泪眼汪汪，
让对手丧失斗志。
从而降低对手的攻击和特攻。",0,2,1,10,1
716,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30,30,0,zing-zap,__NULL__,__NULL__,__NULL__,__NULL__,麻麻刺刺,80,10,0,Has a $effect_chance% chance to make the target flinch.,0,"撞向对手，并发出强电，
使其感到麻麻刺刺的。
有时会使对手畏缩。",0,0,2,10,13
717,90,0,0,0,Inflicts typeless damage equal to half the target’s remaining HP.,__NULL__,0,0,natures-madness,__NULL__,__NULL__,__NULL__,__NULL__,自然之怒,__NULL__,10,0,Inflicts damage equal to half the target’s HP.,0,"向对手释放自然之怒。
对手的ＨＰ会减半。",0,0,3,10,18
737,95,0,0,0,Inflicts regular damage.,__NULL__,0,0,baddy-bad,__NULL__,__NULL__,__NULL__,__NULL__,坏坏领域,80,15,0,Inflicts regular damage with no additional effect.,0,"恶行恶相地进行攻击。
制造一道能减弱对手
物理攻击的神奇墙壁。",0,0,3,10,17
909,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,thunderclap,__NULL__,__NULL__,__NULL__,__NULL__,迅雷,70,5,1,__NULL__,__NULL__,This move enables the user to attack first with a jolt of electricity. This move fails if the target is not readying an attack.,__NULL__,__NULL__,3,10,13
718,100,0,0,0,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",__NULL__,0,0,multi-attack,__NULL__,__NULL__,__NULL__,__NULL__,多属性攻击,120,10,0,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",0,"一边覆盖高能量，
一边撞向对手进行攻击。
根据存储碟不同，属性会改变。",0,0,2,10,1
719,__NULL__,0,2,0,Inflicts regular damage.,__NULL__,0,0,10-000-000-volt-thunderbolt,__NULL__,__NULL__,__NULL__,__NULL__,千万伏特,195,1,0,Inflicts regular damage with no additional effect.,0,"戴着帽子的皮卡丘将通过Ｚ力量
增强的电击全力释放给对手。
容易击中要害。",0,0,3,10,13
720,100,0,0,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",__NULL__,0,0,mind-blown,__NULL__,__NULL__,__NULL__,__NULL__,惊爆大头,150,5,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",0,"让自己的头爆炸，
来攻击周围的一切。
自己也会受到伤害。",0,0,3,9,10
721,100,0,0,0,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",__NULL__,0,0,plasma-fists,__NULL__,__NULL__,__NULL__,__NULL__,等离子闪电拳,100,15,0,"After inflicting damage, causes all Normal-type moves to become Electric-type for the remainder of the turn.",0,"用覆盖着电流的拳头进行攻击。
使一般属性的招式变成电属性。",0,0,2,10,13
722,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,photon-geyser,__NULL__,__NULL__,__NULL__,__NULL__,光子喷涌,100,5,0,Inflicts regular damage with no additional effect.,0,"用光柱来进行攻击。
比较自己的攻击和特攻，
用数值相对较高的一项给予对方伤害。",0,0,3,10,14
723,__NULL__,0,0,0,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",__NULL__,0,0,light-that-burns-the-sky,__NULL__,__NULL__,__NULL__,__NULL__,焚天灭世炽光爆,200,1,0,"Inflicts damage using either Attack or Special Attack stat, whichever is higher.",0,"奈克洛兹玛会无视对手的特性效果，
在攻击和特攻之间，
用数值相对较高的一项给予对方伤害。",0,0,3,10,14
724,__NULL__,0,0,0,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",__NULL__,0,0,searing-sunraze-smash,__NULL__,__NULL__,__NULL__,__NULL__,日光回旋下苍穹,200,1,0,Cannot be disrupted by abilities.,0,"得到Ｚ力量的索尔迦雷欧
将全力进行攻击。
可以无视对手的特性效果。",0,0,2,10,9
725,__NULL__,0,0,0,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",__NULL__,0,0,menacing-moonraze-maelstrom,__NULL__,__NULL__,__NULL__,__NULL__,月华飞溅落灵霄,200,1,0,Cannot be disrupted by abilities.,0,"得到Ｚ力量的露奈雅拉
将全力进行攻击。
可以无视对手的特性效果。",0,0,3,10,8
726,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,lets-snuggle-forever,__NULL__,__NULL__,__NULL__,__NULL__,亲密无间大乱揍,190,1,0,Inflicts regular damage with no additional effect.,0,"得到Ｚ力量的谜拟Ｑ
将全力进行乱揍攻击。",0,0,2,10,18
727,__NULL__,0,0,0,Inflicts damage and removes any terrain present on the battlefield.,__NULL__,0,0,splintered-stormshards,__NULL__,__NULL__,__NULL__,__NULL__,狼啸石牙飓风暴,190,1,0,Inflicts damage and removes any terrain present on the battlefield.,0,"得到Ｚ力量的鬃岩狼人
将全力进行攻击。
而且会消除场地状态。",0,0,2,10,6
728,__NULL__,0,0,0,"Inflicts sound-based damage to all opposing Pokémon and increases the user’s Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user’s stats are not raised if the move fails to damage any opposing Pokémon.",100,0,0,clangorous-soulblaze,__NULL__,__NULL__,__NULL__,__NULL__,炽魂热舞烈音爆,185,1,0,"Inflicts damage to all opposing Pokémon and increases the user’s Attack, Defense, Special Attack, Special Defense, and Speed by one stage each.",100,"得到Ｚ力量的杖尾鳞甲龙
将全力攻击对手。
并且自己的能力会提高。",0,7,3,11,16
729,100,0,0,0,Inflicts regular damage.,100,0,0,zippy-zap,__NULL__,__NULL__,__NULL__,__NULL__,电电加速,80,10,2,Inflicts regular damage with no additional effect.,100,"迅猛无比的电击。
必定能够先制攻击，
击中对方的要害。",0,7,2,10,13
730,100,30,0,0,Inflicts regular damage.,30,0,0,splishy-splash,__NULL__,__NULL__,__NULL__,__NULL__,滔滔冲浪,90,15,0,Inflicts regular damage with no additional effect.,0,"往巨浪中注入电能后
冲撞对手进行攻击。
有时会让对手陷入麻痹状态。",1,4,3,11,11
731,95,0,0,0,Inflicts regular damage.,30,30,0,floaty-fall,__NULL__,__NULL__,__NULL__,__NULL__,飘飘坠落,90,15,0,Inflicts regular damage with no additional effect.,0,"轻飘飘地浮起来后，
再猛地俯冲下去进行攻击。
有时会使对手畏缩。",0,0,2,10,3
732,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,pika-papow,__NULL__,__NULL__,__NULL__,__NULL__,闪闪雷光,__NULL__,20,0,Inflicts regular damage with no additional effect.,0,"皮卡丘越喜欢训练家，
电击的威力就越强。
攻击必定会命中。",0,0,3,10,13
733,100,0,0,100,Inflicts regular damage.,__NULL__,0,0,bouncy-bubble,__NULL__,__NULL__,__NULL__,__NULL__,活活气泡,60,20,0,Inflicts regular damage with no additional effect.,0,"投掷水球进行攻击。
吸水后能回复等同于
造成的伤害一半的HP。",0,8,3,10,11
734,100,100,0,0,Inflicts regular damage.,100,0,0,buzzy-buzz,__NULL__,__NULL__,__NULL__,__NULL__,麻麻电击,60,20,0,Inflicts regular damage with no additional effect.,0,"放出电击攻击对手。
让对手陷入麻痹状态。",1,4,3,10,13
735,100,100,0,0,Inflicts regular damage.,100,0,0,sizzly-slide,__NULL__,__NULL__,__NULL__,__NULL__,熊熊火爆,60,20,0,Inflicts regular damage with no additional effect.,0,"用燃起大火的身体
猛烈地冲撞对手。
让对手陷入灼伤状态。",4,4,2,10,10
736,95,0,0,0,Inflicts regular damage.,__NULL__,0,0,glitzy-glow,__NULL__,__NULL__,__NULL__,__NULL__,哗哗气场,80,15,0,Inflicts regular damage with no additional effect.,0,"利用念力强攻，粉碎对方信心。
制造一道能减弱对手
特殊攻击的神奇墙壁。",0,0,3,10,14
786,100,0,0,0,__NULL__,__NULL__,0,0,overdrive,__NULL__,__NULL__,__NULL__,__NULL__,破音,80,10,0,__NULL__,0,"奏响吉他和贝斯，释放出
发出巨响的剧烈震动
攻击对手。",0,0,3,11,13
738,90,100,0,0,Inflicts regular damage.,100,0,0,sappy-seed,__NULL__,__NULL__,__NULL__,__NULL__,茁茁轰炸,100,10,0,Inflicts regular damage with no additional effect.,0,"长出巨大的藤蔓，
播撒种子进行攻击。
种子每回合都会吸取对手的HP。",18,4,2,10,12
739,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,freezy-frost,__NULL__,__NULL__,__NULL__,__NULL__,冰冰霜冻,100,10,0,Inflicts regular damage with no additional effect.,0,"利用冰冷的黑雾结晶进行攻击。
使全体宝可梦的能力变回原点。",0,0,3,10,15
740,85,0,0,0,Inflicts regular damage.,__NULL__,0,0,sparkly-swirl,__NULL__,__NULL__,__NULL__,__NULL__,亮亮风暴,120,5,0,Inflicts regular damage with no additional effect.,0,"利用芬芳刺鼻的龙卷风吞噬对方。
能治愈我方宝可梦的异常状态。",0,0,3,10,18
741,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,veevee-volley,__NULL__,__NULL__,__NULL__,__NULL__,砰砰击破,__NULL__,20,0,Inflicts regular damage with no additional effect.,0,"伊布越喜欢训练家，
冲撞的威力就越强。
攻击必定会命中。",0,0,2,10,1
742,100,0,0,0,Inflicts regular damage.  Hits twice in one turn.,30,30,0,double-iron-bash,2,__NULL__,2,__NULL__,钢拳双击,60,5,0,Hits twice in one turn.,0,"以胸口的螺帽为中心旋转，
并连续２次挥动手臂打击对手。
有时会使对手畏缩。",0,0,2,10,9
743,__NULL__,0,0,0,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse’s curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move’s protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",__NULL__,0,0,max-guard,__NULL__,__NULL__,__NULL__,__NULL__,极巨防壁,__NULL__,10,4,Prevents any moves from hitting the user this turn.,0,"完全抵挡
对手的攻击。
连续使出则容易失败。",0,13,1,7,1
744,100,0,0,0,"Inflicts regular damage, then (if successful) sets light screen on the user’s side of the field.",__NULL__,0,0,dynamax-cannon,__NULL__,__NULL__,__NULL__,__NULL__,极巨炮,100,5,0,Sets Light Screen on the user’s side of the field after inflicting damage.,0,"从核心放出光束进行攻击。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",0,0,3,10,16
745,100,0,1,0,"Inflicts regular damage, then (if successful) sets reflect on the user’s side of the field.",__NULL__,0,0,snipe-shot,__NULL__,__NULL__,__NULL__,__NULL__,狙击,80,15,0,Sets Reflect on the user’s side of the field after inflicting damage.,0,"能无视具有吸引对手招式效果的
特性或招式的影响。
可以向选定的对手进行攻击。",0,0,3,10,11
746,100,0,0,0,"Inflicts regular damage, then (if successful) sets leech seed on the target.",__NULL__,0,0,jaw-lock,__NULL__,__NULL__,__NULL__,__NULL__,紧咬不放,80,10,0,Seeds the target after inflicting damage.,0,"使双方直到一方濒死为止
无法替换宝可梦。
其中一方退场则可以解除效果。",0,0,2,10,17
747,__NULL__,0,0,0,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user’s party.",100,0,0,stuff-cheeks,__NULL__,__NULL__,__NULL__,__NULL__,大快朵颐,__NULL__,10,0,Cures the entire party of major status effects after inflicting damage.,100,"吃掉携带的树果，
大幅提高防御。",0,2,1,7,1
748,__NULL__,0,0,0,"Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",100,0,0,no-retreat,__NULL__,__NULL__,__NULL__,__NULL__,背水一战,__NULL__,5,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",100,"提高自己的所有能力，
但无法替换或逃走。",0,2,1,7,2
749,100,100,0,0,__NULL__,100,0,0,tar-shot,__NULL__,__NULL__,__NULL__,__NULL__,沥青射击,__NULL__,15,0,__NULL__,100,"泼洒黏糊糊的沥青，
降低对手的速度，
并且使对手的弱点变为火。",42,5,1,10,6
750,100,0,0,0,__NULL__,__NULL__,0,0,magic-powder,__NULL__,__NULL__,__NULL__,__NULL__,魔法粉,__NULL__,20,0,__NULL__,0,"向对手喷洒魔法粉，
使对手变为超能力属性。",0,13,1,10,14
751,100,0,0,0,__NULL__,__NULL__,0,0,dragon-darts,2,__NULL__,2,__NULL__,龙箭,50,10,0,__NULL__,0,"让多龙梅西亚进行２次攻击。
如果对手有２只宝可梦，
则对它们各进行１次攻击。",0,0,2,10,16
752,__NULL__,0,0,0,__NULL__,__NULL__,0,0,teatime,__NULL__,__NULL__,__NULL__,__NULL__,茶会,__NULL__,10,0,__NULL__,0,"举办一场茶会，
场上的所有宝可梦都会
吃掉自己携带的树果。",0,13,1,14,1
753,100,0,0,0,__NULL__,__NULL__,0,0,octolock,__NULL__,__NULL__,__NULL__,__NULL__,蛸固,__NULL__,15,0,__NULL__,0,"让对手无法逃走。
对手被固定后，
每回合都会降低防御和特防。",0,13,1,10,2
754,100,0,0,0,__NULL__,__NULL__,0,0,bolt-beak,__NULL__,__NULL__,__NULL__,__NULL__,电喙,85,10,0,__NULL__,0,"用带电的喙啄刺对手。
如果比对手先出手攻击，
招式的威力会变成２倍。",0,0,2,10,13
755,100,0,0,0,__NULL__,__NULL__,0,0,fishious-rend,__NULL__,__NULL__,__NULL__,__NULL__,鳃咬,85,10,0,__NULL__,0,"用坚硬的腮咬住对手。
如果比对手先出手攻击，
招式的威力会变成２倍。",0,0,2,10,11
756,100,0,0,0,__NULL__,__NULL__,0,0,court-change,__NULL__,__NULL__,__NULL__,__NULL__,换场,__NULL__,10,0,__NULL__,0,"用神奇的力量
交换双方的场地效果。",0,13,1,12,1
757,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-flare,__NULL__,__NULL__,__NULL__,__NULL__,极巨火爆,100,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的火属性攻击。
可在５回合内让日照变得强烈。",0,0,2,2,10
758,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-flutterby,__NULL__,__NULL__,__NULL__,__NULL__,极巨虫蛊,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的虫属性攻击。
会降低对手的特攻。",0,0,2,2,7
759,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-lightning,__NULL__,__NULL__,__NULL__,__NULL__,极巨闪电,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的电属性攻击。
可在５回合内将脚下变成电气场地。",0,0,2,2,13
760,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-strike,__NULL__,__NULL__,__NULL__,__NULL__,极巨攻击,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的一般属性攻击。
会降低对手的速度。",0,0,2,2,1
761,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-knuckle,__NULL__,__NULL__,__NULL__,__NULL__,极巨拳斗,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的格斗属性攻击。
会提高我方的攻击。",0,0,2,2,2
762,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-phantasm,__NULL__,__NULL__,__NULL__,__NULL__,极巨幽魂,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的幽灵属性攻击。
会降低对手的防御。",0,0,2,2,8
763,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-hailstorm,__NULL__,__NULL__,__NULL__,__NULL__,极巨寒冰,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦
才能使出的冰属性攻击。
在５回合内会降下冰雹。",0,0,2,2,15
764,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-ooze,__NULL__,__NULL__,__NULL__,__NULL__,极巨酸毒,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的毒属性攻击。
会提高我方的特攻。",0,0,2,2,4
765,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-geyser,__NULL__,__NULL__,__NULL__,__NULL__,极巨水流,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的水属性攻击。
可在５回合内降下大雨。",0,0,2,2,11
766,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-airstream,__NULL__,__NULL__,__NULL__,__NULL__,极巨飞冲,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的飞行属性攻击。
会提高我方的速度。",0,0,2,2,3
767,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-starfall,__NULL__,__NULL__,__NULL__,__NULL__,极巨妖精,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的妖精属性攻击。
可在５回合内将脚下变成薄雾场地。",0,0,2,2,18
768,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-wyrmwind,__NULL__,__NULL__,__NULL__,__NULL__,极巨龙骑,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的龙属性攻击。
会降低对手的攻击。",0,0,2,2,16
769,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-mindstorm,__NULL__,__NULL__,__NULL__,__NULL__,极巨超能,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的超能力属性攻击。
可在５回合内将脚下变成精神场地。",0,0,2,2,14
770,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-rockfall,__NULL__,__NULL__,__NULL__,__NULL__,极巨岩石,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的岩石属性攻击。
可在５回合内卷起沙暴。",0,0,2,2,6
771,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-quake,__NULL__,__NULL__,__NULL__,__NULL__,极巨大地,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的地面属性攻击。
会提高我方的特防。",0,0,2,2,5
772,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-darkness,__NULL__,__NULL__,__NULL__,__NULL__,极巨恶霸,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的恶属性攻击。
会降低对手的特防。",0,0,2,2,17
773,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-overgrowth,__NULL__,__NULL__,__NULL__,__NULL__,极巨草原,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的草属性攻击。
可在５回合内将脚下变成青草场地。",0,0,2,2,12
774,__NULL__,0,0,0,Inflicts regular damage.,__NULL__,0,0,max-steelspike,__NULL__,__NULL__,__NULL__,__NULL__,极巨钢铁,10,10,0,Inflicts regular damage with no additional effect.,0,"极巨化宝可梦使出的钢属性攻击。
会提高我方的防御。",0,0,2,2,9
775,100,0,0,0,__NULL__,100,0,-33,clangorous-soul,__NULL__,__NULL__,__NULL__,__NULL__,魂舞烈音爆,__NULL__,5,0,__NULL__,100,"削减少许自己的ＨＰ，
使所有能力都提高。",0,2,1,7,16
776,100,0,0,0,__NULL__,__NULL__,0,0,body-press,__NULL__,__NULL__,__NULL__,__NULL__,扑击,80,10,0,__NULL__,0,"用身体撞向对手进行攻击。
防御越高，
给予的伤害就越高。",0,0,2,10,2
777,__NULL__,0,0,0,__NULL__,100,0,0,decorate,__NULL__,__NULL__,__NULL__,__NULL__,装饰,__NULL__,15,0,__NULL__,100,"通过装饰，
大幅提高对方的
攻击和特攻。",0,2,1,10,18
778,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,100,0,0,drum-beating,__NULL__,__NULL__,__NULL__,__NULL__,鼓击,80,10,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,100,"用鼓点来控制
鼓的根部进行攻击，
从而降低对手的速度。",0,6,2,10,12
779,100,100,0,0,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100,0,0,snap-trap,__NULL__,6,__NULL__,5,捕兽夹,35,15,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,"使用捕兽夹，
在４～５回合内，
夹住对手进行攻击。",8,4,2,10,12
780,90,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,10,0,0,pyro-ball,__NULL__,__NULL__,__NULL__,__NULL__,火焰球,120,5,0,Has a $effect_chance% chance to burn the target.,0,"点燃小石子，形成火球攻击对手。
有时会使对手陷入灼伤状态。",4,4,2,10,10
781,100,0,0,0,__NULL__,__NULL__,0,0,behemoth-blade,__NULL__,__NULL__,__NULL__,__NULL__,巨兽斩,100,5,0,__NULL__,0,"变身为巨大的剑，挥斩对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",0,0,2,10,9
782,100,0,0,0,__NULL__,__NULL__,0,0,behemoth-bash,__NULL__,__NULL__,__NULL__,__NULL__,巨兽弹,100,5,0,__NULL__,0,"变身为巨大的盾，撞击对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",0,0,2,10,9
783,100,0,0,0,__NULL__,100,0,0,aura-wheel,__NULL__,__NULL__,__NULL__,__NULL__,气场轮,110,10,0,__NULL__,100,"用储存在颊囊里的能量
进行攻击，并提高自己的速度。
其属性会随着莫鲁贝可的样子而改变。",0,7,2,10,13
784,100,0,0,0,Inflicts regular damage.  Lowers the target’s Attack by one stage.,100,0,0,breaking-swipe,__NULL__,__NULL__,__NULL__,__NULL__,广域破坏,60,15,0,Lowers the target’s Attack by one stage after inflicting damage.,100,"用坚韧的尾巴
猛扫对手进行攻击，
从而降低对手的攻击。",0,6,2,11,16
785,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,branch-poke,__NULL__,__NULL__,__NULL__,__NULL__,木枝突刺,40,40,0,Inflicts regular damage with no additional effect.,0,"使用尖锐的树枝
刺向对手进行攻击。",0,0,2,10,12
788,100,0,0,0,Inflicts regular damage.  Lowers the target’s Defense by one stage.,100,0,0,grav-apple,__NULL__,__NULL__,__NULL__,__NULL__,万有引力,80,10,0,Lowers the target’s Defense by one stage after inflicting damage.,100,"从高处落下苹果，
给予对手伤害。
可降低对手的防御。",0,6,2,10,12
789,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100,0,0,spirit-break,__NULL__,__NULL__,__NULL__,__NULL__,灵魂冲击,75,15,0,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100,"用足以让对手一蹶不振的
气势进行攻击。
会降低对手的特攻。",0,6,2,10,18
790,95,20,0,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20,0,0,strange-steam,__NULL__,5,__NULL__,2,神奇蒸汽,90,10,0,Has a $effect_chance% chance to confuse the target.,0,"喷出烟雾攻击对手。
有时会使对手混乱。",6,4,3,10,18
791,__NULL__,0,0,0,__NULL__,__NULL__,0,25,life-dew,__NULL__,__NULL__,__NULL__,__NULL__,生命水滴,__NULL__,10,0,__NULL__,0,"喷洒出神奇的水，
回复自己和场上同伴的ＨＰ。",0,3,1,13,11
792,100,0,0,0,__NULL__,__NULL__,0,0,obstruct,__NULL__,__NULL__,__NULL__,__NULL__,拦堵,__NULL__,10,4,__NULL__,0,"完全抵挡对手的攻击。
连续使出则容易失败。
一旦触碰，防御就会大幅降低。",0,13,1,7,17
793,__NULL__,0,0,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,__NULL__,0,0,false-surrender,__NULL__,__NULL__,__NULL__,__NULL__,假跪真撞,80,10,0,Never misses.,0,"装作低头认错的样子，
用凌乱的头发进行突刺。
攻击必定会命中。",0,0,2,10,17
794,100,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,meteor-assault,__NULL__,__NULL__,__NULL__,__NULL__,流星突击,150,5,0,User foregoes its next turn to recharge.,0,"大力挥舞粗壮的茎进行攻击。
但同时自己也会被晃晕，
下一回合自己将无法动弹。",0,0,2,10,2
795,90,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,eternabeam,__NULL__,__NULL__,__NULL__,__NULL__,无极光束,160,5,0,User foregoes its next turn to recharge.,0,"无极汰那变回原来的样子后，
发动的最强攻击。
下一回合自己将无法动弹。",0,0,3,10,16
796,95,0,0,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",__NULL__,0,0,steel-beam,__NULL__,__NULL__,__NULL__,__NULL__,铁蹄光线,140,5,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",0,"将从全身聚集的钢铁
化为光束，激烈地发射出去。
自己也会受到伤害。",0,0,3,10,9
797,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,expanding-force,__NULL__,__NULL__,__NULL__,__NULL__,广域战力,80,10,0,Inflicts regular damage with no additional effect.,0,"利用精神力量攻击对手。
在精神场地上威力会有所提高，
能对所有对手造成伤害。",0,0,3,10,14
798,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,steel-roller,__NULL__,__NULL__,__NULL__,__NULL__,铁滚轮,130,5,0,Inflicts regular damage with no additional effect.,0,"在破坏场地的同时攻击对手。
如果脚下没有任何场地状态存在，
使出此招式时便会失败。",0,0,2,10,9
799,90,0,0,0,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",__NULL__,0,0,scale-shot,5,__NULL__,2,__NULL__,鳞射,25,20,0,Boosts the user’s Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,0,"发射鳞片进行攻击。
连续攻击２～５次。
速度会提高但防御会降低。",0,0,2,10,16
