id,code,name,species_id,inherits_from_creature_id,height,weight,base_experience,sort_order,default_form,enabled
10286,emboar-mega,炎武王（兆）,500,500,18,1803,,-1,false,true
10287,excadrill-mega,龙头地鼠（兆）,530,530,9,600,,-1,false,true
10288,scolipede-mega,蜈蚣王（兆）,545,545,32,2305,,-1,false,true
10289,scrafty-mega,头巾混混（兆）,560,560,11,310,,-1,false,true
10290,eelektross-mega,麻麻鳗鱼王（兆）,604,604,30,1800,,-1,false,true
10291,chandelure-mega,水晶灯火灵（兆）,609,609,25,696,,-1,false,true
10292,chesnaught-mega,布里卡隆（兆）,652,652,16,900,,-1,false,true
10293,delphox-mega,妖火红狐（兆）,655,655,15,390,,-1,false,true
10294,greninja-mega,甲贺忍蛙（兆）,658,658,15,400,,-1,false,true
10295,pyroar-mega,火炎狮（兆）,668,668,15,933,,-1,false,true
10296,floette-mega,花叶蒂（兆）,670,670,2,1008,,-1,false,true
10297,malamar-mega,乌贼王（兆）,687,687,29,698,,-1,false,true
10298,barbaracle-mega,龟足巨铠（兆）,689,689,22,1000,,-1,false,true
10299,dragalge-mega,毒藻龙（兆）,691,691,21,1003,,-1,false,true
10300,hawlucha-mega,摔角鹰人（兆）,701,701,10,250,,-1,false,true
10301,zygarde-mega,基格尔德（兆）,718,718,77,6100,,-1,false,true
10302,drampa-mega,老翁龙（兆）,780,780,30,2405,,-1,false,true
10303,falinks-mega,列阵兵（兆）,870,870,16,990,,-1,false,true
10304,raichu-mega-x,雷丘（超级X）,26,26,12,380,,-1,false,true
10305,raichu-mega-y,雷丘（超级Y）,26,26,10,260,,-1,false,true
10306,chimecho-mega,风铃铃（兆）,358,358,12,80,,-1,false,true
10307,absol-mega-z,阿勃梭鲁（超级Z）,359,10057,12,490,,-1,false,true
10308,staraptor-mega,姆克鹰（兆）,398,398,19,500,,-1,false,true
10309,garchomp-mega-z,烈咬陆鲨（超级Z）,445,10058,19,990,,-1,false,true
10310,lucario-mega-z,路卡利欧（超级Z）,448,10059,13,494,,-1,false,true
10311,heatran-mega,席多蓝恩（兆）,485,485,28,5700,,-1,false,true
10312,darkrai-mega,达克莱伊（兆）,491,491,30,2400,,-1,false,true
10313,golurk-mega,泥偶巨人（兆）,623,623,40,3300,,-1,false,true
10314,meowstic-male-mega,超能妙喵（超级男）,678,678,8,101,,-1,false,true
10315,crabominable-mega,好胜毛蟹（兆）,740,740,26,2528,,-1,false,true
10316,golisopod-mega,具甲武者（兆）,768,768,23,1480,,-1,false,true
10317,magearna-mega,玛机雅娜（兆）,801,801,13,2481,,-1,false,true
10318,magearna-original-mega,玛机雅娜（兆）,801,10147,13,2481,,-1,false,true
10319,zeraora-mega,捷拉奥拉（兆）,807,807,15,445,,-1,false,true
10320,scovillain-mega,狠辣椒（兆）,952,952,12,220,,-1,false,true
10321,glimmora-mega,晶光花（兆）,970,970,28,770,,-1,false,true
10322,tatsugiri-curly-mega,米立龙（兆）,978,978,6,240,,-1,false,true
10323,tatsugiri-droopy-mega,米立龙（兆）,978,10258,6,240,,-1,false,true
10324,tatsugiri-stretchy-mega,米立龙（兆）,978,10259,6,240,,-1,false,true
10325,baxcalibur-mega,戟脊龙（兆）,998,998,21,3150,,-1,false,true
10326,meowstic-female-mega,超能妙喵（超级女性）,678,10314,8,101,,-1,false,true
