id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
672,toxic-thread,毒丝,4,100,100,20,0,,1,10,"将混有毒的丝吐向对手。
使其中毒，
从而降低对手的速度。",Poisons the target and lowers its Speed by one stage.,Poisons the target and lowers its Speed by one stage.,,,0,0,0,100,0,100,5,5
673,laser-focus,磨砺,1,,,30,0,,1,7,"集中精神，
下次攻击必定会击中要害。",Guarantees a critical hit with the user's next move.,The user's next move will result in a critical hit.,,,0,0,0,0,0,0,13,0
674,gear-up,辅助齿轮,9,,,20,0,,1,13,"启动齿轮，
提高特性为正电和负电的
宝可梦的攻击和特攻。",Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,,,0,0,0,0,0,0,2,0
675,throat-chop,地狱突刺,17,100,100,15,0,80,2,10,"受到此招式攻击的对手，
会因为地狱般的痛苦，在２回合内，
变得无法使出声音类招式。",Prevents the target from using sound-based moves for two turns.,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.",,2,0,0,0,100,0,0,4,24
676,pollen-puff,花粉团,7,100,,15,0,90,3,10,"对敌人使用是会爆炸的团子。
对我方使用则是给予回复的团子。","Damages opponents, but heals allies for 50% of their max HP.","If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.",,,0,0,0,0,0,0,0,0
677,anchor-shot,掷锚,9,100,,20,0,80,2,10,"将锚缠住对手进行攻击。
使对手无法逃走。",Traps the target.,Inflicts regular damage.  Traps the target.,,,0,0,0,0,0,0,0,0
678,psychic-terrain,精神场地,14,,,10,0,,1,12,"在５回合内，地面上的宝可梦
不会受到先制招式的攻击。
超能力属性的招式威力会提高。",Protects Pokémon on the ground from priority moves and increases the power of their  Psychic moves by 50%.,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",,,0,0,0,0,0,0,10,0
679,lunge,猛扑,7,100,100,15,0,80,2,10,"全力猛扑对手进行攻击。
从而降低对手的攻击。",Lowers the target's Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target's Attack by one stage.,,,0,0,0,0,0,100,6,0
680,fire-lash,火焰鞭,10,100,100,15,0,80,2,10,"用燃烧的鞭子抽打对手。
受到攻击的对手防御会降低。",Lowers the target's Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target's Defense by one stage.,,,0,0,0,0,0,100,6,0
681,power-trip,嚣张,17,100,,10,0,20,2,10,"耀武扬威地攻击对手，
自己的能力提高得越多，
威力就越大。","Power is higher the more the user's stats have been raised, to a maximum of 31×.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",,,0,0,0,0,0,0,0,0
682,burn-up,燃尽,10,100,,5,0,130,3,10,"将自己全身燃烧起火焰来，
给予对手大大的伤害。
自己的火属性将会消失。",Removes the user's fire type after inflicting damage.,"Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail.",,,0,0,0,0,0,0,0,0
683,speed-swap,速度互换,14,,,10,0,,1,10,"将对手和自己的速度
进行互换。",Exchanges the user's Speed with the target's.,Exchanges the original Speed stats of the user and target.,,,0,0,0,0,0,0,13,0
684,smart-strike,修长之角,9,,,10,0,70,2,10,"用尖尖的角刺入对手进行攻击。
攻击必定会命中。",Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,,0,0,0,0,0,0,0,0
685,purify,净化,4,,,20,0,,1,10,"治愈对手的异常状态。
治愈后可以回复自己的ＨＰ。",Cures the target of a major status ailment and heals the user for 50% of its max HP.,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.",,,0,50,0,0,0,0,13,0
686,revelation-dance,觉醒之舞,1,100,,15,0,90,3,10,"全力跳舞进行攻击。
此招式的属性将
变得和自己的属性相同。",Has the same type as the user.,"Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless.",,,0,0,0,0,0,0,0,0
687,core-enforcer,核心惩罚者,16,100,,10,0,100,3,11,"如果给予过伤害的对手
已经结束行动，
其特性就会被消除。",Nullifies the target's ability if it moves earlier.,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.",,,0,0,0,0,0,0,0,0
10012,shadow-down,Shadow Down,10002,100,,,0,,1,6,,Lowers the target's Defense by two stages.,Lowers the target's Defense by two stages.,,,,,,,,,,
688,trop-kick,热带踢,12,100,100,15,0,70,2,10,"向对手使出来自南国的火热脚踢。
从而降低对手的攻击。",Lowers the target's Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target's Attack by one stage.,,,0,0,0,0,0,100,6,0
689,instruct,号令,14,,,15,0,,1,10,"向对手下达指示，
让其再次使出刚才的招式。",Forces the target to repeat its last used move.,"The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.",,,0,0,0,0,0,0,13,0
690,beak-blast,鸟嘴加农炮,3,100,,15,-3,100,2,10,"先加热鸟嘴后再进行攻击。
鸟嘴在加热时对手触碰的话，
就会使其灼伤。",Inflicts a burn on any Pokémon that makes contact before the attack.,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",,,0,0,0,0,0,0,0,0
691,clanging-scales,鳞片噪音,16,100,100,5,0,110,3,11,"摩擦全身鳞片，
发出响亮的声音进行攻击。
攻击后自己的防御会降低。",Lowers the user's Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the user's Defense by one stage.,,,0,0,0,0,0,100,7,0
692,dragon-hammer,龙锤,16,100,,15,0,90,2,10,"将身体当作锤子，
向对手发动袭击，
给予伤害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
693,brutal-swing,狂舞挥打,17,100,,20,0,60,2,9,"用自己的身体狂舞挥打，
给予对手伤害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
694,aurora-veil,极光幕,15,,,20,0,,1,4,"在５回合内减弱
物理和特殊的伤害。
只有冰雹时才能使出。","Reduces damage five turns, but must be used during hail.","Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",,,0,0,0,0,0,0,11,0
695,sinister-arrow-raid,遮天蔽日暗影箭,8,,,1,0,180,2,10,"通过Ｚ力量制造出
无数箭的狙射树枭
将全力射穿对手进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
696,malicious-moonsault,极恶飞跃粉碎击,17,,,1,0,180,2,10,"通过Ｚ力量得到
强壮肉体的炽焰咆哮虎
将全力撞向对手进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
697,oceanic-operetta,海神庄严交响乐,11,,,1,0,195,3,10,"通过Ｚ力量召唤
大量水的西狮海壬
将全力攻击对手。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
698,guardian-of-alola,巨人卫士・阿罗拉,18,,,1,0,,3,10,"通过Ｚ力量得到阿罗拉之力的
土地神宝可梦将全力进行攻击。
对手的剩余ＨＰ会减少很多。",Damages the target for 75% of its remaining HP.,Inflicts direct damage equal to ¾ of the target's remaining HP.,,,0,0,0,0,0,0,0,0
699,soul-stealing-7-star-strike,七星夺魂腿,8,,,1,0,195,2,10,"得到Ｚ力量的玛夏多
将全力使出拳头和脚踢的
连续招式叩打对手。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
700,stoked-sparksurfer,驾雷驭电戏冲浪,13,,100,1,0,175,3,10,"得到Ｚ力量的阿罗拉地区的
雷丘将全力进行攻击。
从而让对手陷入麻痹状态。",Has a 100% chance to paralyze the target.,Inflicts regular damage.  Has a 100% chance to paralyze the target.,,,0,0,0,100,0,0,4,1
701,pulverizing-pancake,认真起来大爆击,1,,,1,0,210,2,10,"通过Ｚ力量使得认真起来的
卡比兽跃动巨大身躯，
全力向对手发动袭击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
702,extreme-evoboost,九彩升华齐聚顶,1,,100,1,0,,1,7,"得到Ｚ力量的伊布
将借助进化后伙伴们的力量，
大幅提高能力。",Raises all of the user's stats by two stages.,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.",,,0,0,0,0,0,100,2,0
703,genesis-supernova,起源超新星大爆炸,14,,,1,0,185,3,10,"得到Ｚ力量的梦幻
将全力攻击对手。
脚下会变成精神场地。",Changes the terrain to Psychic Terrain after inflicting damage.,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.",,,0,0,0,0,0,0,0,0
704,shell-trap,陷阱甲壳,10,100,,5,-3,150,3,11,"设下甲壳陷阱。
如果对手使出物理招式，
陷阱就会爆炸并给予对手伤害。",Only inflicts damage if the user was hit by a physical move this turn.,"Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail.",,,0,0,0,0,0,0,0,0
705,fleur-cannon,花朵加农炮,18,90,100,5,0,130,3,10,"放出强力光束后，
自己的特攻会大幅降低。",Lowers the user's Special Attack by two stages after inflicting damage.,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",,,0,0,0,0,0,100,7,0
706,psychic-fangs,精神之牙,14,100,,10,0,85,2,10,"利用精神力量咬住对手进行攻击。
还可以破坏光墙和反射壁等。",Destroys Reflect and Light Screen.,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage.",,,0,0,0,0,0,0,0,0
707,stomping-tantrum,跺脚,5,100,,10,0,75,2,10,"化悔恨为力量进行攻击。
如果上一回合招式没有打中，
威力就会翻倍。",Has double power if the user's last move failed.,"Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.",,,0,0,0,0,0,0,0,0
708,shadow-bone,暗影之骨,8,100,20,10,0,85,2,10,"用附有灵魂的骨头
殴打对手进行攻击。
有时会降低对手的防御。",Has a 20% chance to lower the target's Defense by one stage.,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.,,,0,0,0,0,0,20,6,0
709,accelerock,冲岩,6,100,,20,1,40,2,10,"迅速撞向对手进行攻击。
必定能够先制攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
710,liquidation,水流裂破,11,100,20,10,0,85,2,10,"用水之力量撞向对手进行攻击。
有时会降低对手的防御。",Has a 20% chance to lower the target's Defense by one stage.,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.,,,0,0,0,0,0,20,6,0
711,prismatic-laser,棱镜镭射,14,100,,10,0,160,3,10,"用棱镜的力量发射强烈光线。
下一回合自己将无法动弹。",User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,,0,0,0,0,0,0,0,0
712,spectral-thief,暗影偷盗,8,100,,10,0,90,2,10,"潜入对手的影子进行攻击。
会夺取对手的能力提升。","Steals the target's stat increases, then inflicts damage.","Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.",,,0,0,0,0,0,0,0,0
713,sunsteel-strike,流星闪冲,9,100,,5,0,100,2,10,"以流星般的气势猛撞对手。
可以无视对手的特性进行攻击。",Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",,,0,0,0,0,0,0,0,0
714,moongeist-beam,暗影之光,8,100,,5,0,100,3,10,"放出奇怪的光线攻击对手。
可以无视对手的特性进行攻击。",Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",,,0,0,0,0,0,0,0,0
715,tearful-look,泪眼汪汪,1,,100,20,0,,1,10,"变得泪眼汪汪，
让对手丧失斗志。
从而降低对手的攻击和特攻。",Lowers the target's Attack and Special Attack by one stage.,Lowers the target's Attack and Special Attack by one stage each.,,,0,0,0,0,0,100,2,0
716,zing-zap,麻麻刺刺,13,100,30,10,0,80,2,10,"撞向对手，并发出强电，
使其感到麻麻刺刺的。
有时会使对手畏缩。",Has a 30% chance to make the target flinch.,Inflicts regular damage.  Has a 30% chance to make the target flinch.,,,0,0,0,0,30,0,0,0
717,natures-madness,自然之怒,18,90,,10,0,,3,10,"向对手释放自然之怒。
对手的ＨＰ会减半。",Inflicts damage equal to half the target's HP.,Inflicts typeless damage equal to half the target's remaining HP.,,,0,0,0,0,0,0,0,0
718,multi-attack,多属性攻击,1,100,,10,0,120,2,10,"一边覆盖高能量，
一边撞向对手进行攻击。
根据存储碟不同，属性会改变。","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,,0,0,0,0,0,0,0,0
719,10-000-000-volt-thunderbolt,千万伏特,13,,,1,0,195,3,10,"戴着帽子的皮卡丘将通过Ｚ力量
增强的电击全力释放给对手。
容易击中要害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,2,0,0,0,0,0
720,mind-blown,惊爆大头,10,100,,5,0,150,3,9,"让自己的头爆炸，
来攻击周围的一切。
自己也会受到伤害。","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",,,0,0,0,0,0,0,0,0
721,plasma-fists,等离子闪电拳,13,100,,15,0,100,2,10,"用覆盖着电流的拳头进行攻击。
使一般属性的招式变成电属性。","After inflicting damage, causes all Normal-type moves to become Electric-type for the remainder of the turn.","After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",,,0,0,0,0,0,0,0,0
722,photon-geyser,光子喷涌,14,100,,5,0,100,3,10,"用光柱来进行攻击。
比较自己的攻击和特攻，
用数值相对较高的一项给予对方伤害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
723,light-that-burns-the-sky,焚天灭世炽光爆,14,,,1,0,200,3,10,"奈克洛兹玛会无视对手的特性效果，
在攻击和特攻之间，
用数值相对较高的一项给予对方伤害。","Inflicts damage using either Attack or Special Attack stat, whichever is higher.","Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",,,0,0,0,0,0,0,0,0
724,searing-sunraze-smash,日光回旋下苍穹,9,,,1,0,200,2,10,"得到Ｚ力量的索尔迦雷欧
将全力进行攻击。
可以无视对手的特性效果。",Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",,,0,0,0,0,0,0,0,0
725,menacing-moonraze-maelstrom,月华飞溅落灵霄,8,,,1,0,200,3,10,"得到Ｚ力量的露奈雅拉
将全力进行攻击。
可以无视对手的特性效果。",Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",,,0,0,0,0,0,0,0,0
726,lets-snuggle-forever,亲密无间大乱揍,18,,,1,0,190,2,10,"得到Ｚ力量的谜拟Ｑ
将全力进行乱揍攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
727,splintered-stormshards,狼啸石牙飓风暴,6,,,1,0,190,2,10,"得到Ｚ力量的鬃岩狼人
将全力进行攻击。
而且会消除场地状态。",Inflicts damage and removes any terrain present on the battlefield.,Inflicts damage and removes any terrain present on the battlefield.,,,0,0,0,0,0,0,0,0
728,clangorous-soulblaze,炽魂热舞烈音爆,16,,100,1,0,185,3,11,"得到Ｚ力量的杖尾鳞甲龙
将全力攻击对手。
并且自己的能力会提高。","Inflicts damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each.","Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.",,,0,0,0,0,0,100,7,0
729,zippy-zap,电电加速,13,100,100,10,2,80,2,10,"迅猛无比的电击。
必定能够先制攻击，
击中对方的要害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,100,7,0
730,splishy-splash,滔滔冲浪,11,100,30,15,0,90,3,11,"往巨浪中注入电能后
冲撞对手进行攻击。
有时会让对手陷入麻痹状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,30,0,0,4,1
731,floaty-fall,飘飘坠落,3,95,30,15,0,90,2,10,"轻飘飘地浮起来后，
再猛地俯冲下去进行攻击。
有时会使对手畏缩。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,30,0,0,0
732,pika-papow,闪闪雷光,13,,,20,0,,3,10,"皮卡丘越喜欢训练家，
电击的威力就越强。
攻击必定会命中。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
733,bouncy-bubble,活活气泡,11,100,,20,0,60,3,10,"投掷水球进行攻击。
吸水后能回复等同于
造成的伤害一半的HP。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,100,0,0,0,0,0,8,0
734,buzzy-buzz,麻麻电击,13,100,100,20,0,60,3,10,"放出电击攻击对手。
让对手陷入麻痹状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,100,0,0,4,1
735,sizzly-slide,熊熊火爆,10,100,100,20,0,60,2,10,"用燃起大火的身体
猛烈地冲撞对手。
让对手陷入灼伤状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,100,0,0,4,4
736,glitzy-glow,哗哗气场,14,95,,15,0,80,3,10,"利用念力强攻，粉碎对方信心。
制造一道能减弱对手
特殊攻击的神奇墙壁。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
737,baddy-bad,坏坏领域,17,95,,15,0,80,3,10,"恶行恶相地进行攻击。
制造一道能减弱对手
物理攻击的神奇墙壁。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
738,sappy-seed,茁茁轰炸,12,90,100,10,0,100,2,10,"长出巨大的藤蔓，
播撒种子进行攻击。
种子每回合都会吸取对手的HP。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,100,0,0,4,18
739,freezy-frost,冰冰霜冻,15,90,,10,0,100,3,10,"利用冰冷的黑雾结晶进行攻击。
使全体宝可梦的能力变回原点。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
740,sparkly-swirl,亮亮风暴,18,85,,5,0,120,3,10,"利用芬芳刺鼻的龙卷风吞噬对方。
能治愈我方宝可梦的异常状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
741,veevee-volley,砰砰击破,1,,,20,0,,2,10,"伊布越喜欢训练家，
冲撞的威力就越强。
攻击必定会命中。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
742,double-iron-bash,钢拳双击,9,100,30,5,0,60,2,10,"以胸口的螺帽为中心旋转，
并连续２次挥动手臂打击对手。
有时会使对手畏缩。",Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,2,,0,0,0,0,30,0,0,0
743,max-guard,极巨防壁,1,,,10,4,,1,7,"完全抵挡
对手的攻击。
连续使出则容易失败。",Prevents any moves from hitting the user this turn.,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,13,0
744,dynamax-cannon,极巨炮,16,100,,5,0,100,3,10,"从核心放出光束进行攻击。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",Sets Light Screen on the user's side of the field after inflicting damage.,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field.",,,0,0,0,0,0,0,0,0
745,snipe-shot,狙击,11,100,,15,0,80,3,10,"能无视具有吸引对手招式效果的
特性或招式的影响。
可以向选定的对手进行攻击。",Sets Reflect on the user's side of the field after inflicting damage.,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field.",,,0,0,1,0,0,0,0,0
746,jaw-lock,紧咬不放,17,100,,10,0,80,2,10,"使双方直到一方濒死为止
无法替换宝可梦。
其中一方退场则可以解除效果。",Seeds the target after inflicting damage.,"Inflicts regular damage, then (if successful) sets leech seed on the target.",,,0,0,0,0,0,0,0,0
747,stuff-cheeks,大快朵颐,1,,100,10,0,,1,7,"吃掉携带的树果，
大幅提高防御。",Cures the entire party of major status effects after inflicting damage.,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party.",,,0,0,0,0,0,100,2,0
748,no-retreat,背水一战,2,,100,5,0,,1,7,"提高自己的所有能力，
但无法替换或逃走。","Hits twice in one turn, with a 100% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch.",,,0,0,0,0,0,100,2,0
749,tar-shot,沥青射击,6,100,100,15,0,,1,10,"泼洒黏糊糊的沥青，
降低对手的速度，
并且使对手的弱点变为火。",,,,,0,0,0,100,0,100,5,42
750,magic-powder,魔法粉,14,100,,20,0,,1,10,"向对手喷洒魔法粉，
使对手变为超能力属性。",,,,,0,0,0,0,0,0,13,0
751,dragon-darts,龙箭,16,100,,10,0,50,2,10,"让多龙梅西亚进行２次攻击。
如果对手有２只宝可梦，
则对它们各进行１次攻击。",,,2,,0,0,0,0,0,0,0,0
752,teatime,茶会,1,,,10,0,,1,14,"举办一场茶会，
场上的所有宝可梦都会
吃掉自己携带的树果。",,,,,0,0,0,0,0,0,13,0
753,octolock,蛸固,2,100,,15,0,,1,10,"让对手无法逃走。
对手被固定后，
每回合都会降低防御和特防。",,,,,0,0,0,0,0,0,13,0
754,bolt-beak,电喙,13,100,,10,0,85,2,10,"用带电的喙啄刺对手。
如果比对手先出手攻击，
招式的威力会变成２倍。",,,,,0,0,0,0,0,0,0,0
755,fishious-rend,鳃咬,11,100,,10,0,85,2,10,"用坚硬的腮咬住对手。
如果比对手先出手攻击，
招式的威力会变成２倍。",,,,,0,0,0,0,0,0,0,0
756,court-change,换场,1,100,,10,0,,1,12,"用神奇的力量
交换双方的场地效果。",,,,,0,0,0,0,0,0,13,0
757,max-flare,极巨火爆,10,,,10,0,100,2,2,"极巨化宝可梦使出的火属性攻击。
可在５回合内让日照变得强烈。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
758,max-flutterby,极巨虫蛊,7,,,10,0,10,2,2,"极巨化宝可梦使出的虫属性攻击。
会降低对手的特攻。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
759,max-lightning,极巨闪电,13,,,10,0,10,2,2,"极巨化宝可梦使出的电属性攻击。
可在５回合内将脚下变成电气场地。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
760,max-strike,极巨攻击,1,,,10,0,10,2,2,"极巨化宝可梦使出的一般属性攻击。
会降低对手的速度。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
761,max-knuckle,极巨拳斗,2,,,10,0,10,2,2,"极巨化宝可梦使出的格斗属性攻击。
会提高我方的攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
762,max-phantasm,极巨幽魂,8,,,10,0,10,2,2,"极巨化宝可梦使出的幽灵属性攻击。
会降低对手的防御。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
763,max-hailstorm,极巨寒冰,15,,,10,0,10,2,2,"极巨化宝可梦
才能使出的冰属性攻击。
在５回合内会降下冰雹。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
764,max-ooze,极巨酸毒,4,,,10,0,10,2,2,"极巨化宝可梦使出的毒属性攻击。
会提高我方的特攻。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
765,max-geyser,极巨水流,11,,,10,0,10,2,2,"极巨化宝可梦使出的水属性攻击。
可在５回合内降下大雨。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
766,max-airstream,极巨飞冲,3,,,10,0,10,2,2,"极巨化宝可梦使出的飞行属性攻击。
会提高我方的速度。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
767,max-starfall,极巨妖精,18,,,10,0,10,2,2,"极巨化宝可梦使出的妖精属性攻击。
可在５回合内将脚下变成薄雾场地。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
768,max-wyrmwind,极巨龙骑,16,,,10,0,10,2,2,"极巨化宝可梦使出的龙属性攻击。
会降低对手的攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
769,max-mindstorm,极巨超能,14,,,10,0,10,2,2,"极巨化宝可梦使出的超能力属性攻击。
可在５回合内将脚下变成精神场地。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
770,max-rockfall,极巨岩石,6,,,10,0,10,2,2,"极巨化宝可梦使出的岩石属性攻击。
可在５回合内卷起沙暴。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
771,max-quake,极巨大地,5,,,10,0,10,2,2,"极巨化宝可梦使出的地面属性攻击。
会提高我方的特防。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
772,max-darkness,极巨恶霸,17,,,10,0,10,2,2,"极巨化宝可梦使出的恶属性攻击。
会降低对手的特防。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
773,max-overgrowth,极巨草原,12,,,10,0,10,2,2,"极巨化宝可梦使出的草属性攻击。
可在５回合内将脚下变成青草场地。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
