id,species_id,catalog_id,entry_number
4769,461,14,92
4770,461,16,250
4771,461,19,122
4772,461,21,327
4773,461,24,148
4774,461,27,293
4775,461,29,29
4776,461,30,204
4777,461,31,231
4778,461,32,171
4779,461,36,461
4780,462,1,462
4781,462,6,180
4782,462,9,50
4783,462,14,71
4784,462,15,86
4785,462,16,49
4786,462,17,49
4787,462,19,27
4788,462,21,56
4789,462,22,56
4790,462,24,27
4791,462,28,107
4792,462,30,179
4793,462,31,211
4794,462,33,118
4795,463,1,463
4796,463,6,162
4797,463,7,181
4798,463,9,285
4799,463,14,135
4800,463,21,376
4801,463,25,123
4802,463,28,55
4803,463,30,126
4804,464,1,464
4805,464,6,188
4806,464,11,162
4807,464,13,52
4808,464,15,178
4809,464,27,266
4810,464,28,185
4811,464,30,122
4812,464,33,7
4813,464,36,464
4814,465,1,465
4815,465,6,182
4816,465,7,183
4817,465,9,218
4818,465,28,81
4819,465,30,96
4820,466,1,466
4821,466,6,199
4822,466,9,58
4823,466,16,228
4824,466,19,100
4825,466,21,297
4826,466,24,118
4827,466,29,17
4828,466,30,184
4829,466,33,12
4830,467,1,467
4831,467,6,202
4832,467,9,55
4833,467,16,168
4834,467,18,95
4835,467,21,202
4836,467,23,103
4837,467,29,20
4838,467,30,176
4839,467,33,15
4840,468,1,468
4841,468,6,175
4842,468,27,259
4843,468,30,129
4844,469,1,469
4845,469,6,184
4846,469,7,102
4847,469,9,287
4848,469,13,88
4849,469,30,106
4850,469,32,4
4851,470,1,470
4852,470,6,169
4853,470,9,97
4854,470,11,7
4855,470,13,83
4856,470,16,129
4857,470,18,56
4858,470,21,159
4859,470,23,60
4860,470,27,202
4861,470,29,81
4862,470,30,31
4863,470,31,185
4864,470,34,106
4865,470,36,470
4866,471,1,471
4867,471,6,170
4868,471,9,98
4869,471,11,8
4870,471,13,84
4871,471,16,130
4872,471,18,57
4873,471,21,160
4874,471,23,61
4875,471,27,203
4876,471,29,80
4877,471,30,32
4878,471,31,186
4879,471,34,107
4880,471,36,471
4881,472,1,472
4882,472,6,154
4883,472,9,222
4884,472,14,116
4885,472,30,186
4886,472,32,122
4887,472,36,472
4888,473,1,473
4889,473,6,205
4890,473,7,197
4891,473,9,260
4892,473,14,78
4893,473,27,77
4894,473,29,9
4895,473,30,214
4896,473,32,52
4897,473,36,473
4898,474,1,474
4899,474,6,194
4900,474,16,219
4901,474,19,91
4902,474,21,283
4903,474,24,104
4904,474,28,210
4905,474,30,135
4906,474,33,131
4907,474,35,13
4908,475,1,475
4909,475,6,160
4910,475,11,12
4911,475,12,67
4912,475,15,32
4913,475,27,123
4914,475,28,37
4915,475,30,104
4916,475,31,65
4917,475,32,60
4918,475,34,90
4919,475,36,475
4920,476,1,476
4921,476,6,156
4922,476,9,165
4923,476,13,94
4924,476,15,62
4925,476,16,199
4926,476,18,126
4927,476,21,255
4928,476,23,156
4929,476,30,191
4930,476,32,108
4931,477,1,477
4932,477,6,191
4933,477,11,71
4934,477,15,155
4935,477,27,137
4936,477,30,160
4937,477,32,141
4938,478,1,478
4939,478,6,208
4940,478,11,95
4941,478,15,181
4942,478,16,248
4943,478,19,120
4944,478,21,325
4945,478,24,146
4946,478,27,81
4947,478,29,27
4948,478,30,207
4949,478,31,359
4950,478,32,174
4951,478,34,171
4952,478,36,478
4953,479,1,479
4954,479,6,152
4955,479,14,68
4956,479,27,372
4957,479,30,194
4958,479,31,310
4959,479,33,41
4960,479,35,22
4961,479,36,479
4962,480,1,480
4963,480,5,146
4964,480,6,146
4965,480,30,225
4966,481,1,481
4967,481,5,147
4968,481,6,147
4969,481,30,226
4970,482,1,482
4971,482,5,148
4972,482,6,148
4973,482,30,227
4974,483,1,483
4975,483,5,149
4976,483,6,149
4977,483,11,195
4978,483,30,235
4979,484,1,484
4980,484,5,150
4981,484,6,150
4982,484,30,236
4983,485,1,485
4984,485,30,228
4985,485,35,113
4986,486,1,486
4987,486,30,229
4988,487,1,487
4989,487,6,210
4990,487,30,237
4991,488,1,488
4992,488,30,230
4993,489,1,489
4994,489,30,239
4995,490,1,490
4996,490,5,151
4997,490,6,151
4998,490,30,240
4999,491,1,491
5000,491,30,242
5001,491,35,125
5002,492,1,492
5003,492,30,241
5004,493,1,493
5005,493,11,199
5006,493,30,238
5007,494,1,494
5008,494,8,0
5009,494,9,0
5010,495,1,495
5011,495,8,1
5012,495,9,1
5013,495,11,118
5014,495,33,200
5015,496,1,496
5016,496,8,2
5017,496,9,2
5018,496,11,119
5019,496,33,201
5020,497,1,497
5021,497,8,3
5022,497,9,3
5023,497,11,120
5024,497,33,202
5025,497,36,497
5026,498,1,498
5027,498,8,4
5028,498,9,4
5029,498,11,121
5030,498,33,203
5031,498,34,4
5032,499,1,499
5033,499,8,5
5034,499,9,5
5035,499,11,122
5036,499,33,204
5037,499,34,5
5038,500,1,500
5039,500,8,6
5040,500,9,6
5041,500,11,123
5042,500,33,205
5043,500,34,6
5044,500,36,500
5045,501,1,501
5046,501,8,7
5047,501,9,7
5048,501,11,106
5049,501,30,7
5050,501,33,206
5051,502,1,502
5052,502,8,8
5053,502,9,8
5054,502,11,107
5055,502,30,8
5056,502,33,207
5057,503,1,503
5058,503,8,9
5059,503,9,9
5060,503,11,108
5061,503,30,9
5062,503,33,208
5063,503,36,503
5064,504,1,504
5065,504,8,10
5066,504,9,10
5067,504,14,46
5068,504,34,27
5069,505,1,505
5070,505,8,11
5071,505,9,11
5072,505,14,47
5073,505,34,28
5074,505,36,505
5075,506,1,506
5076,506,8,12
5077,506,9,22
5078,506,16,120
5079,506,18,47
5080,506,21,150
5081,506,23,51
5082,506,28,113
5083,507,1,507
5084,507,8,13
5085,507,9,23
5086,507,16,121
5087,507,18,48
5088,507,21,151
5089,507,23,52
5090,507,28,114
5091,508,1,508
5092,508,8,14
5093,508,9,24
5094,508,16,122
5095,508,18,49
5096,508,21,152
5097,508,23,53
5098,508,28,115
5099,509,1,509
5100,509,8,15
5101,509,9,12
5102,509,14,42
5103,509,27,44
5104,509,35,53
5105,510,1,510
5106,510,8,16
5107,510,9,13
5108,510,14,43
5109,510,27,45
5110,510,35,54
5111,510,36,510
5112,511,1,511
5113,511,8,17
5114,511,9,37
5115,511,11,136
5116,511,12,29
5117,511,34,77
5118,512,1,512
5119,512,8,18
5120,512,9,38
5121,512,11,137
5122,512,12,30
5123,512,34,78
5124,512,36,512
5125,513,1,513
5126,513,8,19
5127,513,9,39
5128,513,11,138
5129,513,12,31
5130,513,34,79
5131,514,1,514
5132,514,8,20
5133,514,9,40
5134,514,11,139
5135,514,12,32
5136,514,34,80
5137,514,36,514
5138,515,1,515
5139,515,8,21
5140,515,9,41
5141,515,11,140
5142,515,12,33
5143,515,34,81
5144,516,1,516
5145,516,8,22
5146,516,9,42
5147,516,11,141
5148,516,12,34
5149,516,34,82
5150,516,36,516
5151,517,1,517
5152,517,8,23
5153,517,9,86
5154,517,11,72
5155,517,27,90
5156,517,35,55
5157,518,1,518
5158,518,8,24
5159,518,9,87
5160,518,11,73
5161,518,27,91
5162,518,35,56
5163,518,36,518
5164,519,1,519
5165,519,8,25
5166,519,9,14
5167,519,27,26
5168,520,1,520
5169,520,8,26
5170,520,9,15
5171,520,27,27
5172,521,1,521
5173,521,8,27
5174,521,9,16
5175,521,27,28
5176,522,1,522
5177,522,8,28
5178,522,9,147
5179,522,11,74
5180,522,33,23
5181,523,1,523
5182,523,8,29
5183,523,9,148
5184,523,11,75
5185,523,33,24
5186,524,1,524
5187,524,8,30
5188,524,9,68
5189,524,11,40
5190,524,13,120
5191,524,16,98
5192,524,17,98
5193,524,20,48
5194,524,21,120
5195,524,22,120
5196,524,25,60
5197,524,27,168
5198,524,28,154
5199,525,1,525
5200,525,8,31
5201,525,9,69
5202,525,11,41
5203,525,13,121
5204,525,16,99
5205,525,17,99
5206,525,20,49
5207,525,21,121
5208,525,22,121
5209,525,25,61
5210,525,27,169
5211,525,28,155
5212,526,1,526
5213,526,8,32
5214,526,9,70
5215,526,11,42
5216,526,13,122
5217,526,16,100
5218,526,17,100
5219,526,20,50
5220,526,21,122
5221,526,22,122
5222,526,25,62
5223,526,27,170
5224,526,28,156
5225,527,1,527
5226,527,8,33
5227,527,9,66
5228,527,13,55
5229,527,27,174
5230,527,28,151
5231,528,1,528
5232,528,8,34
5233,528,9,67
5234,528,13,56
5235,528,27,175
5236,528,28,152
5237,529,1,529
5238,529,8,35
5239,529,9,76
5240,529,11,152
5241,529,27,166
5242,529,33,99
5243,529,34,120
5244,530,1,530
5245,530,8,36
5246,530,9,77
5247,530,11,153
5248,530,27,167
5249,530,33,100
5250,530,34,121
5251,530,36,530
5252,531,1,531
5253,531,8,37
5254,531,9,36
5255,531,11,185
5256,531,12,123
5257,531,29,21
5258,531,34,95
5259,531,36,531
5260,532,1,532
5261,532,8,38
5262,532,9,73
5263,532,11,101
5264,532,14,93
5265,532,27,171
5266,532,29,57
5267,532,32,85
5268,533,1,533
5269,533,8,39
5270,533,9,74
5271,533,11,102
5272,533,14,94
5273,533,27,172
5274,533,29,58
5275,533,32,86
5276,534,1,534
5277,534,8,40
5278,534,9,75
5279,534,11,103
5280,534,14,95
5281,534,27,173
5282,534,29,59
5283,534,32,87
5284,534,36,534
5285,535,1,535
5286,535,8,41
5287,535,9,228
5288,535,27,132
5289,536,1,536
5290,536,8,42
5291,536,9,229
5292,536,27,133
5293,537,1,537
5294,537,8,43
5295,537,9,230
5296,537,27,134
5297,538,1,538
5298,538,8,44
5299,538,9,267
5300,538,13,97
5301,538,27,248
5302,538,35,57
5303,539,1,539
5304,539,8,45
5305,539,9,268
5306,539,13,98
5307,539,27,249
5308,539,35,58
5309,540,1,540
5310,540,8,46
5311,540,9,17
5312,540,11,124
5313,540,32,13
5314,541,1,541
5315,541,8,47
5316,541,9,18
5317,541,11,125
5318,541,32,14
5319,542,1,542
5320,542,8,48
5321,542,9,19
5322,542,11,126
5323,542,32,15
5324,543,1,543
5325,543,8,49
5326,543,9,43
5327,543,11,31
5328,543,12,120
5329,543,28,74
5330,543,34,68
5331,544,1,544
5332,544,8,50
5333,544,9,44
5334,544,11,32
5335,544,12,121
5336,544,28,75
5337,544,34,69
5338,545,1,545
5339,545,8,51
5340,545,9,45
5341,545,11,33
5342,545,12,122
5343,545,28,76
5344,545,34,70
5345,545,36,545
5346,546,1,546
5347,546,8,52
5348,546,9,82
5349,546,11,48
5350,546,16,87
5351,546,17,87
5352,546,19,47
5353,546,20,37
5354,546,21,105
5355,546,22,105
5356,546,24,50
5357,546,25,49
5358,546,27,262
5359,546,29,168
5360,546,33,56
5361,547,1,547
5362,547,8,53
5363,547,9,83
5364,547,11,49
5365,547,16,88
5366,547,17,88
5367,547,19,48
5368,547,20,38
5369,547,21,106
5370,547,22,106
5371,547,24,51
5372,547,25,50
5373,547,27,263
5374,547,29,169
5375,547,33,57
5376,547,36,547
5377,548,1,548
5378,548,8,54
5379,548,9,84
5380,548,11,43
5381,548,16,85
5382,548,17,85
5383,548,19,45
5384,548,20,35
5385,548,21,103
5386,548,22,103
5387,548,24,48
5388,548,25,47
5389,548,28,201
5390,548,30,93
5391,548,31,104
5392,548,32,66
5393,549,1,549
5394,549,8,55
5395,549,9,85
5396,549,11,44
5397,549,16,86
5398,549,17,86
5399,549,19,46
5400,549,20,36
5401,549,21,104
5402,549,22,104
5403,549,24,49
5404,549,25,48
5405,549,28,202
5406,549,30,94
5407,549,31,105
5408,549,32,67
5409,550,1,550
5410,550,8,56
5411,550,9,104
5412,550,14,60
5413,550,21,188
5414,550,23,89
5415,550,24,80
5416,550,25,75
5417,550,27,154
5418,550,29,64
5419,550,30,166
5420,550,31,138
5421,550,32,194
5422,551,1,551
5423,551,8,57
5424,551,9,99
5425,551,11,66
5426,551,13,43
5427,551,16,232
5428,551,19,104
5429,551,21,301
5430,551,24,122
5431,551,28,176
5432,551,31,267
5433,551,33,27
5434,551,34,122
5435,552,1,552
5436,552,8,58
5437,552,9,100
5438,552,11,67
5439,552,13,44
5440,552,16,233
5441,552,19,105
5442,552,21,302
5443,552,24,123
5444,552,28,177
5445,552,31,268
5446,552,33,28
5447,552,34,123
5448,553,1,553
5449,553,8,59
5450,553,9,101
5451,553,11,68
5452,553,13,45
5453,553,16,234
5454,553,19,106
5455,553,21,303
5456,553,24,124
5457,553,28,178
5458,553,31,269
5459,553,33,29
5460,553,34,124
5461,553,36,553
5462,554,1,554
5463,554,8,60
5464,554,9,102
5465,554,11,142
5466,554,27,367
5467,554,29,103
5468,555,1,555
5469,555,8,61
5470,555,9,103
5471,555,11,143
5472,555,27,368
5473,555,29,104
5474,556,1,556
5475,556,8,62
5476,556,9,119
5477,556,27,296
5478,557,1,557
5479,557,8,63
5480,557,9,115
5481,557,13,23
5482,557,27,86
5483,557,28,122
5484,558,1,558
5485,558,8,64
5486,558,9,116
5487,558,13,24
5488,558,27,87
5489,558,28,123
5490,559,1,559
5491,559,8,65
5492,559,9,117
5493,559,11,165
5494,559,12,100
5495,559,21,335
5496,559,24,156
5497,559,27,224
5498,559,28,161
5499,559,33,121
5500,559,34,184
5501,560,1,560
5502,560,8,66
5503,560,9,118
5504,560,11,166
5505,560,12,101
5506,560,21,336
5507,560,24,157
5508,560,27,225
5509,560,28,162
5510,560,33,122
5511,560,34,185
5512,560,36,560
5513,561,1,561
5514,561,8,67
5515,561,9,120
5516,561,13,90
5517,561,27,297
5518,562,1,562
5519,562,8,68
5520,562,9,124
5521,562,27,327
5522,562,35,59
5523,563,1,563
5524,563,8,69
5525,563,9,125
5526,563,27,329
5527,563,35,60
5528,563,36,563
5529,564,1,564
5530,564,8,70
5531,564,9,126
5532,564,16,194
5533,564,18,121
5534,564,21,241
5535,564,23,142
5536,564,29,147
5537,565,1,565
5538,565,8,71
5539,565,9,127
5540,565,16,195
5541,565,18,122
5542,565,21,242
5543,565,23,143
5544,565,29,148
5545,566,1,566
5546,566,8,72
5547,566,9,128
5548,566,16,192
5549,566,18,119
5550,566,21,239
5551,566,23,140
5552,566,29,149
5553,567,1,567
5554,567,8,73
5555,567,9,129
5556,567,16,193
5557,567,18,120
5558,567,21,240
5559,567,23,141
5560,567,29,150
5561,568,1,568
5562,568,8,74
5563,568,9,105
5564,568,14,74
5565,568,16,206
5566,568,19,78
5567,568,21,264
5568,568,24,85
5569,568,27,157
5570,568,34,49
5571,569,1,569
5572,569,8,75
5573,569,9,106
5574,569,14,75
5575,569,16,207
5576,569,19,79
5577,569,21,265
5578,569,24,86
5579,569,27,158
5580,569,34,50
5581,569,36,569
5582,570,1,570
5583,570,8,76
5584,570,9,151
5585,570,11,154
5586,570,14,124
5587,570,21,28
5588,570,22,28
5589,570,25,12
5590,570,28,87
5591,570,30,219
5592,570,31,228
5593,571,1,571
5594,571,8,77
5595,571,9,152
5596,571,11,155
5597,571,14,125
5598,571,21,29
5599,571,22,29
5600,571,25,13
5601,571,28,88
5602,571,30,220
5603,571,31,229
5604,571,36,571
5605,572,1,572
5606,572,8,78
5607,572,9,107
5608,572,11,96
5609,572,21,266
5610,572,24,87
5611,572,27,50
5612,572,33,111
5613,573,1,573
5614,573,8,79
5615,573,9,108
5616,573,11,97
5617,573,21,267
5618,573,24,88
5619,573,27,51
5620,573,33,112
5621,574,1,574
5622,574,8,80
5623,574,9,136
5624,574,11,63
5625,574,14,126
5626,574,27,267
5627,574,29,51
5628,574,31,234
5629,574,33,101
5630,575,1,575
5631,575,8,81
5632,575,9,137
5633,575,11,64
5634,575,14,127
5635,575,27,268
5636,575,29,52
5637,575,31,235
5638,575,33,102
5639,576,1,576
5640,576,8,82
5641,576,9,138
5642,576,11,65
5643,576,14,128
5644,576,27,269
5645,576,29,53
5646,576,31,236
5647,576,33,103
5648,577,1,577
5649,577,8,83
5650,577,9,139
5651,577,13,115
5652,577,27,270
5653,577,29,54
5654,577,33,148
5655,578,1,578
5656,578,8,84
5657,578,9,140
5658,578,13,116
5659,578,27,271
5660,578,29,55
5661,578,33,149
5662,579,1,579
5663,579,8,85
5664,579,9,141
5665,579,13,117
5666,579,27,272
5667,579,29,56
5668,579,33,150
5669,579,36,579
5670,580,1,580
5671,580,8,86
5672,580,9,153
5673,580,12,127
5674,580,32,181
5675,581,1,581
5676,581,8,87
5677,581,9,154
5678,581,12,128
5679,581,32,182
5680,582,1,582
5681,582,8,88
5682,582,9,255
5683,582,14,85
5684,582,16,255
5685,582,19,127
5686,582,21,332
5687,582,24,153
5688,582,27,72
5689,582,29,22
5690,582,34,113
5691,583,1,583
5692,583,8,89
5693,583,9,256
5694,583,14,86
5695,583,16,256
5696,583,19,128
5697,583,21,333
5698,583,24,154
5699,583,27,73
5700,583,29,23
5701,583,34,114
5702,584,1,584
5703,584,8,90
5704,584,9,257
5705,584,14,87
5706,584,16,257
5707,584,19,129
5708,584,21,334
5709,584,24,155
5710,584,27,74
5711,584,29,24
5712,584,34,115
5713,584,36,584
5714,585,1,585
5715,585,8,91
5716,585,9,159
5717,585,31,190
5718,585,33,38
5719,586,1,586
5720,586,8,92
5721,586,9,160
5722,586,31,191
5723,586,33,39
5724,587,1,587
5725,587,8,93
5726,587,9,144
5727,587,11,180
5728,587,13,86
5729,587,16,274
5730,587,20,89
5731,587,21,364
5732,587,25,111
5733,587,28,102
5734,587,34,180
5735,587,36,587
5736,588,1,588
5737,588,8,94
5738,588,9,155
5739,588,14,22
5740,588,27,273
5741,588,28,66
5742,588,29,95
5743,589,1,589
5744,589,8,95
5745,589,9,156
5746,589,14,23
5747,589,27,274
5748,589,28,67
5749,589,29,96
5750,590,1,590
5751,590,8,96
5752,590,9,161
5753,590,14,53
5754,590,28,77
5755,590,31,205
5756,590,35,111
5757,591,1,591
5758,591,8,97
5759,591,9,162
5760,591,14,54
5761,591,28,78
5762,591,31,206
5763,591,35,112
5764,592,1,592
5765,592,8,98
5766,592,9,180
5767,592,21,318
5768,592,24,139
5769,592,27,305
5770,592,28,192
5771,593,1,593
5772,593,8,99
5773,593,9,181
5774,593,21,319
5775,593,24,140
5776,593,27,306
5777,593,28,193
5778,594,1,594
5779,594,8,100
5780,594,9,182
5781,594,13,149
5782,594,16,157
5783,594,18,84
5784,594,21,191
5785,594,23,92
5786,594,31,336
5787,594,33,85
5788,595,1,595
5789,595,8,101
5790,595,9,173
5791,595,11,147
5792,595,27,64
5793,595,29,93
5794,595,33,132
5795,596,1,596
5796,596,8,102
5797,596,9,174
5798,596,11,148
5799,596,27,65
5800,596,29,94
5801,596,33,133
5802,597,1,597
5803,597,8,103
5804,597,9,175
5805,597,13,69
5806,597,27,189
5807,597,29,179
5808,598,1,598
5809,598,8,104
5810,598,9,176
5811,598,13,70
5812,598,27,190
5813,598,29,180
5814,599,1,599
5815,599,8,105
5816,599,9,130
5817,599,27,113
5818,600,1,600
5819,600,8,106
5820,600,9,131
5821,600,27,114
5822,601,1,601
5823,601,8,107
5824,601,9,132
5825,601,27,115
5826,602,1,602
5827,602,8,108
5828,602,9,177
5829,602,31,341
5830,602,32,175
5831,602,33,134
5832,602,34,142
5833,603,1,603
5834,603,8,109
5835,603,9,178
5836,603,31,342
5837,603,32,176
5838,603,33,135
5839,603,34,143
5840,604,1,604
5841,604,8,110
5842,604,9,179
5843,604,31,343
5844,604,32,177
5845,604,33,136
5846,604,34,144
5847,604,36,604
5848,605,1,605
5849,605,8,111
5850,605,9,188
5851,605,21,275
5852,605,24,96
5853,605,27,277
5854,606,1,606
5855,606,8,112
5856,606,9,189
5857,606,21,276
5858,606,24,97
5859,606,27,278
5860,607,1,607
5861,607,8,113
5862,607,9,190
5863,607,11,37
5864,607,14,65
5865,607,27,287
5866,607,29,48
5867,607,32,146
5868,607,34,189
5869,608,1,608
5870,608,8,114
5871,608,9,191
5872,608,11,38
5873,608,14,66
5874,608,27,288
5875,608,29,49
5876,608,32,147
5877,608,34,190
5878,609,1,609
5879,609,8,115
5880,609,9,192
5881,609,11,39
5882,609,14,67
5883,609,27,289
5884,609,29,50
5885,609,32,148
5886,609,34,191
5887,609,36,609
5888,610,1,610
5889,610,8,116
5890,610,9,183
5891,610,11,144
5892,610,12,148
5893,610,27,324
5894,610,31,155
5895,610,33,140
5896,611,1,611
5897,611,8,117
5898,611,9,184
5899,611,11,145
5900,611,12,149
5901,611,27,325
5902,611,31,156
5903,611,33,141
5904,612,1,612
5905,612,8,118
5906,612,9,185
5907,612,11,146
5908,612,12,150
5909,612,27,326
5910,612,31,157
5911,612,33,142
5912,613,1,613
5913,613,8,119
5914,613,9,195
5915,613,11,104
5916,613,14,81
5917,613,27,279
5918,613,29,121
5919,613,31,355
5920,613,33,153
5921,614,1,614
5922,614,8,120
5923,614,9,196
5924,614,11,105
5925,614,14,82
5926,614,27,280
5927,614,29,122
5928,614,31,356
5929,614,33,154
5930,614,36,614
5931,615,1,615
5932,615,8,121
5933,615,9,197
5934,615,14,111
5935,615,29,30
5936,615,31,360
5937,615,35,29
5938,616,1,616
5939,616,8,122
5940,616,9,157
5941,616,14,24
5942,616,27,275
5943,616,28,64
5944,616,29,97
5945,617,1,617
5946,617,8,123
5947,617,9,158
5948,617,14,25
5949,617,27,276
5950,617,28,65
5951,617,29,98
5952,618,1,618
5953,618,8,124
5954,618,9,231
5955,618,14,39
5956,618,27,226
5957,618,34,157
5958,618,36,618
5959,619,1,619
5960,619,8,125
5961,619,9,219
5962,619,13,3
5963,619,21,359
5964,619,25,106
5965,619,28,163
5966,619,32,137
5967,620,1,620
5968,620,8,126
5969,620,9,220
5970,620,13,4
5971,620,21,360
5972,620,25,107
5973,620,28,164
5974,620,32,138
5975,621,1,621
5976,621,8,127
5977,621,9,270
5978,621,14,141
5979,621,21,374
5980,621,25,121
5981,621,28,63
5982,621,29,119
5983,622,1,622
5984,622,8,128
5985,622,9,271
5986,622,13,91
5987,622,21,312
5988,622,24,133
5989,622,27,88
5990,622,29,153
5991,622,33,123
5992,622,35,71
5993,623,1,623
5994,623,8,129
5995,623,9,272
5996,623,13,92
5997,623,21,313
5998,623,24,134
5999,623,27,89
6000,623,29,154
6001,623,33,124
6002,623,35,72
6003,623,36,623
6004,624,1,624
6005,624,8,130
6006,624,9,223
6007,624,11,158
6008,624,14,48
6009,624,21,337
6010,624,24,158
6011,624,27,246
6012,624,28,29
6013,624,31,367
6014,624,32,186
6015,625,1,625
6016,625,8,131
6017,625,9,224
6018,625,11,159
6019,625,14,49
6020,625,21,338
6021,625,24,159
6022,625,27,247
6023,625,28,30
6024,625,31,368
6025,625,32,187
6026,626,1,626
6027,626,8,132
6028,626,9,269
6029,626,28,53
6030,627,1,627
6031,627,8,133
6032,627,9,109
6033,627,11,169
6034,627,16,75
6035,627,17,75
6036,627,20,26
6037,627,21,89
6038,627,22,89
6039,627,25,35
6040,627,27,281
6041,627,28,179
6042,627,30,221
6043,627,31,365
6044,627,33,32
6045,628,1,628
6046,628,8,134
6047,628,9,110
6048,628,11,170
6049,628,16,76
6050,628,17,76
6051,628,20,27
6052,628,21,90
6053,628,22,90
6054,628,25,36
6055,628,27,282
6056,628,28,180
6057,628,30,222
6058,628,31,366
6059,628,33,33
6060,629,1,629
6061,629,8,135
6062,629,9,111
6063,629,16,77
6064,629,17,77
6065,629,20,28
6066,629,21,91
6067,629,22,91
6068,629,25,37
6069,629,27,283
6070,629,28,181
6071,629,32,127
6072,629,33,34
6073,630,1,630
6074,630,8,136
6075,630,9,112
6076,630,16,78
6077,630,17,78
6078,630,20,29
6079,630,21,92
6080,630,22,92
6081,630,25,38
6082,630,27,284
6083,630,28,182
6084,630,32,128
6085,630,33,35
6086,631,1,631
6087,631,8,137
6088,631,9,193
6089,631,14,105
6090,631,27,317
6091,631,29,102
6092,632,1,632
6093,632,8,138
6094,632,9,194
6095,632,14,106
6096,632,27,316
6097,632,29,101
6098,633,1,633
6099,633,8,139
6100,633,9,273
6101,633,11,90
6102,633,14,142
6103,633,27,386
6104,633,29,136
6105,633,31,370
6106,634,1,634
6107,634,8,140
6108,634,9,274
6109,634,11,91
6110,634,14,143
6111,634,27,387
6112,634,29,137
6113,634,31,371
6114,635,1,635
6115,635,8,141
6116,635,9,275
6117,635,11,92
6118,635,14,144
6119,635,27,388
6120,635,29,138
6121,635,31,372
6122,635,36,635
6123,636,1,636
6124,636,8,142
6125,636,9,171
6126,636,11,173
6127,636,21,203
6128,636,23,104
6129,636,28,186
6130,636,31,274
6131,637,1,637
6132,637,8,143
6133,637,9,172
6134,637,11,174
6135,637,21,204
6136,637,23,105
6137,637,28,187
6138,637,31,275
6139,637,36,637
6140,638,1,638
6141,638,8,144
6142,638,9,225
6143,638,29,205
6144,638,35,115
6145,639,1,639
6146,639,8,145
6147,639,9,226
6148,639,11,191
6149,639,29,206
6150,639,35,116
6151,640,1,640
6152,640,8,146
6153,640,9,227
6154,640,29,207
6155,640,35,117
6156,641,1,641
6157,641,8,147
6158,641,9,198
6159,641,30,231
6160,642,1,642
6161,642,8,148
6162,642,9,199
6163,642,30,232
6164,643,1,643
6165,643,8,149
6166,643,9,295
6167,643,11,197
6168,644,1,644
6169,644,8,150
6170,644,9,296
6171,644,11,198
6172,645,1,645
6173,645,8,151
6174,645,9,200
6175,645,30,233
6176,646,1,646
6177,646,8,152
6178,646,9,297
6179,647,1,647
6180,647,8,153
6181,647,9,298
6182,647,35,118
6183,648,1,648
6184,648,8,154
6185,648,9,299
6186,648,35,119
6187,649,1,649
6188,649,8,155
6189,649,9,300
6190,649,35,120
6191,650,1,650
6192,650,12,1
6193,650,33,209
6194,650,34,213
6195,651,1,651
6196,651,12,2
6197,651,33,210
6198,651,34,214
6199,652,1,652
6200,652,12,3
6201,652,33,211
6202,652,34,215
6203,652,36,652
6204,653,1,653
6205,653,12,4
6206,653,33,212
6207,653,34,217
6208,654,1,654
6209,654,12,5
6210,654,33,213
6211,654,34,218
6212,655,1,655
6213,655,12,6
6214,655,33,214
6215,655,34,219
6216,655,36,655
6217,656,1,656
6218,656,12,7
6219,656,33,215
6220,656,34,209
6221,657,1,657
6222,657,12,8
6223,657,33,216
6224,657,34,210
6225,658,1,658
6226,658,12,9
6227,658,33,217
6228,658,34,211
6229,658,36,658
6230,659,1,659
6231,659,12,10
6232,659,27,48
6233,659,34,13
6234,660,1,660
6235,660,12,11
6236,660,27,49
6237,660,34,14
6238,660,36,660
6239,661,1,661
6240,661,12,14
6241,661,16,158
6242,661,18,85
6243,661,21,192
6244,661,23,93
6245,661,28,22
6246,661,31,19
6247,661,33,87
6248,661,34,10
6249,662,1,662
6250,662,12,15
6251,662,16,159
6252,662,18,86
6253,662,21,193
6254,662,23,94
6255,662,28,23
6256,662,31,20
6257,662,33,88
6258,662,34,11
6259,663,1,663
6260,663,12,16
6261,663,16,160
6262,663,18,87
6263,663,21,194
6264,663,23,95
6265,663,28,24
6266,663,31,21
6267,663,33,89
6268,663,34,12
6269,663,36,663
6270,664,1,664
6271,664,12,20
6272,664,31,35
6273,664,34,15
6274,665,1,665
6275,665,12,21
6276,665,31,36
6277,665,34,16
6278,666,1,666
6279,666,12,22
6280,666,31,37
6281,666,34,17
6282,666,36,666
6283,667,1,667
6284,667,12,57
6285,667,21,370
6286,667,25,117
6287,667,31,224
6288,667,33,36
6289,667,34,45
6290,668,1,668
6291,668,12,58
6292,668,21,371
6293,668,25,118
6294,668,31,225
6295,668,33,37
6296,668,34,46
6297,668,36,668
6298,669,1,669
6299,669,12,68
6300,669,21,100
6301,669,22,100
6302,669,24,45
6303,669,25,44
6304,669,31,145
6305,669,34,38
6306,670,1,670
6307,670,12,69
6308,670,21,101
6309,670,22,101
6310,670,24,46
6311,670,25,45
6312,670,31,146
6313,670,34,39
6314,670,36,670
6315,671,1,671
6316,671,12,70
6317,671,21,102
6318,671,22,102
6319,671,24,47
6320,671,25,46
6321,671,31,147
